query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
dairies,DACH|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,DACH|FRANCE|UK_IE,Nestlé,Other / not mapped to a company,unresolved,1
dairies,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Savencia,Savencia,direct,1
dairies,DACH|BENELUX|FRANCE|UK_IE,Ferrero,Ferrero,direct,1
dairies,DACH|FRANCE,Aldi,Aldi,direct,1
dairies,DACH|FRANCE,Bel Group,Bel Group,direct,1
cereals,FRANCE|BENELUX,Other / not mapped to a company,PepsiCo,direct,1
beverages,NORDICS|UK_IE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,1
beverages,NORDICS|UK_IE,Other / not mapped to a company,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,1
beverages,NORDICS|UK_IE,Other / not mapped to a company,Monster Beverage Corp,market_scoped,1
beverages,NORDICS|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,OTHER_MIXED,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH,Picard,Picard,direct,1
snacks,FRANCE|DACH,Savencia,Savencia,direct,1
snacks,FRANCE|DACH,Tipiak,Tipiak,direct,1
snacks,FRANCE|DACH,Unilever Foods,Unilever Foods,direct,1
snacks,FRANCE|DACH|BENELUX,Haribo,Haribo,direct,1
snacks,FRANCE|DACH|BENELUX,Lidl,Lidl,direct,1
snacks,FRANCE|DACH|BENELUX,Nestlé,Nestlé,direct,1
snacks,FRANCE|DACH|BENELUX,pladis,pladis,direct,1
snacks,FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Hema,Hema,direct,1
snacks,FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,1
snacks,FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,DACH|BENELUX|FRANCE,Ferrero,Ferrero,direct,1
dairies,DACH|BENELUX|FRANCE,Lactalis,Lactalis,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Mars,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
snacks,FRANCE|DACH|BENELUX|UK_IE,Haribo,Haribo,direct,1
snacks,FRANCE|DACH|BENELUX|UK_IE,Mars,Mars,direct,1
snacks,FRANCE|DACH|NORDICS,Haribo,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|SOUTHERN_EUROPE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,NORDICS|FRANCE|SOUTHERN_EUROPE|BENELUX|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|UK_IE,PepsiCo,PepsiCo,direct,1
beverages,NORDICS|FRANCE|UK_IE|SOUTHERN_EUROPE|BENELUX|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|NORDICS,PepsiCo,PepsiCo,direct,1
snacks,FRANCE|DACH|NORDICS|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|DACH|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Alnatura,Alnatura,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,General Mills,General Mills,direct,1
cereals,FRANCE|BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,FRANCE|DACH,Cereal Partners Worldwide,Cereal Partners Worldwide,market_scoped,1
cereals,FRANCE|DACH,La Vie Claire,La Vie Claire,direct,1
cereals,FRANCE|DACH,Léa Nature,Léa Nature,direct,1
dairies,BENELUX|UK_IE,Danone,Danone,direct,1
dairies,BENELUX|UK_IE,FrieslandCampina,FrieslandCampina,direct,1
dairies,BENELUX|UK_IE,Lidl,Lidl,direct,1
dairies,BENELUX|UK_IE|SOUTHERN_EUROPE,Lidl,Lidl,direct,1
dairies,BENELUX|US_CANADA,Mondelēz International,Mondelēz International,direct,1
dairies,BENELUX|US_CANADA|FRANCE|DACH,Other / not mapped to a company,Carrefour,direct,1
dairies,BENELUX|US_CANADA|FRANCE|DACH,Savencia,Savencia,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,Ferrero,Ferrero,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,General Mills,General Mills,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Ferrero,Ferrero,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Mondelēz International,Mondelēz International,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Nestlé,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,PepsiCo,PepsiCo,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|UK_IE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Manual review / complex ownership,manual_review,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Post Holdings,Post Holdings,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,The Campbell's Company,The Campbell's Company,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE,pladis,pladis,direct,1
snacks,FRANCE|DACH|NORDICS,Lidl,Lidl,direct,1
beverages,NORDICS|FRANCE|DACH,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,NORDICS|FRANCE|DACH|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|DACH|UK_IE,Danone,Danone,direct,1
beverages,NORDICS|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE|DACH|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,NORDICS|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX|NORDICS,Nestlé,Nestlé,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,Mars,Mars,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,St Michel,St Michel,direct,1
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,pladis,pladis,direct,1
dairies,BENELUX|NORDICS|FRANCE|DACH,Lidl,Lidl,direct,1
dairies,BENELUX|NORDICS|FRANCE|DACH,Sainsbury's,Nestlé,direct,1
dairies,BENELUX|NORDICS|FRANCE|DACH|UK_IE,Danone,Danone,direct,1
dairies,BENELUX|NORDICS|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Mars,Mars,direct,1
snacks,FRANCE|DACH|UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
snacks,FRANCE|DACH|UK_IE|US_CANADA,Mars,Mars,direct,1
snacks,FRANCE|DACH|UK_IE|US_CANADA,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|DACH|UK_IE|US_CANADA,Nestlé,Ferrero,direct,1
snacks,FRANCE|DACH|UK_IE|US_CANADA,PepsiCo,PepsiCo,direct,1
beverages,NORDICS|FRANCE,PepsiCo,PepsiCo,direct,1
beverages,NORDICS|FRANCE,The Coca-Cola Company,The Coca-Cola Company,market_scoped,1
beverages,NORDICS|FRANCE|DACH,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,NORDICS|FRANCE|DACH,Danone,Danone,direct,1
beverages,NORDICS|FRANCE|DACH,Nestlé,Nestlé,direct,1
beverages,NORDICS|FRANCE|DACH,Other / not mapped to a company,Nestlé,direct,1
snacks,FRANCE|NORDICS,Other / not mapped to a company,Mondelēz International,direct,1
snacks,FRANCE|DACH|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,1
snacks,FRANCE|DACH|UK_IE,Mars,Mars,market_scoped,1
snacks,FRANCE|DACH|UK_IE,Other / not mapped to a company,The Campbell's Company,direct,1
snacks,FRANCE|DACH|UK_IE,Tesco,Tesco,direct,1
snacks,FRANCE|DACH|UK_IE,Trader Joe's,Trader Joe's,direct,1
snacks,FRANCE|DACH|UK_IE,Waitrose,Waitrose,direct,1
dairies,DACH|BENELUX|FRANCE,Other / not mapped to a company,Emmi,direct,1
dairies,DACH|BENELUX|FRANCE|NORDICS,Other / not mapped to a company,Emmi,direct,1
dairies,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,1
dairies,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Flora Food Group,Flora Food Group,direct,1
dairies,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|US_CANADA,Nestlé,Nestlé,direct,1
dairies,BENELUX|FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|US_CANADA,Savencia,Savencia,direct,1
beverages,NORDICS|FRANCE,FrieslandCampina,FrieslandCampina,direct,1
beverages,NORDICS|FRANCE,Lidl,Lidl,direct,1
beverages,NORDICS|FRANCE,Mondelēz International,Mondelēz International,direct,1
beverages,NORDICS|FRANCE,Nestlé,Other / not mapped to a company,unresolved,1
beverages,NORDICS|FRANCE,Other / not mapped to a company,Nestlé,direct,1
snacks,FRANCE|DACH|US_CANADA,Mars,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|US_CANADA,Nestlé,Other / not mapped to a company,unresolved,1
snacks,FRANCE|DACH|US_CANADA,Other / not mapped to a company,Mondelēz International,direct,1
snacks,FRANCE|DACH|US_CANADA,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,1
snacks,FRANCE|DACH|US_CANADA,St Michel,St Michel,direct,1
snacks,FRANCE|DACH|US_CANADA,Trader Joe's,Trader Joe's,direct,1
snacks,FRANCE|NORDICS,Haribo,Haribo,direct,1
snacks,FRANCE|NORDICS,Haribo,Other / not mapped to a company,unresolved,1
snacks,FRANCE|NORDICS,Mars,Mars,direct,1
snacks,FRANCE|NORDICS,Mondelēz International,Mondelēz International,market_scoped,1
snacks,FRANCE|NORDICS,Nestlé,Nestlé,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Bel Group,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Lidl,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Lactalis,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Lactalis,Lactalis,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Lactalis,Lactalis,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Leclerc,Leclerc,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE,St Michel,St Michel,direct,1
snacks,FRANCE|NORDICS,Sainsbury's,Sainsbury's,direct,1
snacks,FRANCE|NORDICS|UK_IE,Mars,Mars,direct,1
snacks,FRANCE|NORDICS|UK_IE,Mondelēz International,Other / not mapped to a company,unresolved,1
beverages,FRANCE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,1
beverages,NORDICS|BENELUX|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|DACH|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,NORDICS|DACH|BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE,The Magnum Ice Cream Company,The Magnum Ice Cream Company,recently_demerged,1
snacks,FRANCE|NORDICS|UK_IE,Perfetti Van Melle,Perfetti Van Melle,direct,1
snacks,FRANCE|NORDICS|US_CANADA,Mondelēz International,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE,Aldi,Aldi,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Danone,Danone,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Danone,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE,Froneri (Nestlé JV),Froneri (Nestlé JV),direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Intermarché,Intermarché,direct,1
dairies,BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,1
dairies,BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,1
dairies,BENELUX|NORDICS|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|SOUTHERN_EUROPE|UK_IE,Bel Group,Bel Group,direct,1
dairies,BENELUX|UK_IE,Arla,Other / not mapped to a company,unresolved,1
dairies,BENELUX|UK_IE,Asda,Asda,direct,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Danone,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Nestlé,Manual review / complex ownership,manual_review,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,The Campbell's Company,The Campbell's Company,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Barilla,Barilla,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH|US_CANADA,Ferrero,Ferrero,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Tesco,Tesco,direct,1
beverages,FRANCE|US_CANADA,Kroger,Kroger,direct,1
beverages,FRANCE|US_CANADA,Leader Price,Leader Price,direct,1
beverages,FRANCE|US_CANADA,Manual review / complex ownership,PepsiCo,direct,1
beverages,FRANCE|US_CANADA,Meijer,Meijer,direct,1
beverages,FRANCE|US_CANADA,Mondelēz International,Mondelēz International,direct,1
beverages,FRANCE|US_CANADA,Nestlé,Other / not mapped to a company,unresolved,1
beverages,FRANCE|US_CANADA,Ocean Spray,Ocean Spray,direct,1
beverages,FRANCE|US_CANADA,Other / not mapped to a company,Whole Foods / Amazon,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,The Campbell's Company,The Campbell's Company,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lactalis,Lactalis,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|DACH|UK_IE,General Mills,General Mills,direct,1
dairies,BENELUX|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Leader Price,Leader Price,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Marks & Spencer,Marks & Spencer,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Trader Joe's,Trader Joe's,direct,1
snacks,FRANCE|SOUTHERN_EUROPE,Unilever Foods,Unilever Foods,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|BENELUX,Carrefour,Carrefour,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Haribo,Haribo,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Lidl,Lidl,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH,Mars,Mars,direct,1
beverages,FRANCE|US_CANADA,Auchan,Auchan,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|DACH|US_CANADA,St Michel,St Michel,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS,pladis,pladis,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE|US_CANADA,Ferrero,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE|NORDICS|US_CANADA,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Ferrero,Ferrero,direct,1
dairies,BENELUX|FRANCE|UK_IE,General Mills,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|UK_IE,Lactalis,Lactalis,direct,1
dairies,BENELUX|FRANCE|UK_IE,Nestlé,Nestlé,direct,1
dairies,BENELUX|FRANCE|UK_IE,Other / not mapped to a company,Lactalis,direct,1
dairies,BENELUX|FRANCE|US_CANADA,Danone,Danone,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Grupo Bimbo,Grupo Bimbo,direct,1
beverages,BENELUX|FRANCE|DACH|UK_IE,PepsiCo,PepsiCo,direct,1
beverages,BENELUX|FRANCE|DACH|UK_IE,The Coca-Cola Company,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|DACH|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,PepsiCo,PepsiCo,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Tesco,Tesco,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE|UK_IE,The Coca-Cola Company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|UK_IE,pladis,Other / not mapped to a company,unresolved,1
beverages,FRANCE|UK_IE|BENELUX,Lidl,Lidl,direct,1
beverages,FRANCE|UK_IE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,FRANCE|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,PepsiCo,market_scoped,1
beverages,FRANCE|UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
beverages,FRANCE|US_CANADA,Aldi,Aldi,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Mondelēz International,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Lactalis,direct,1
cereals,FRANCE|DACH,Migros,Other / not mapped to a company,unresolved,1
beverages,FRANCE,Walmart / Great Value,Walmart / Great Value,direct,1
beverages,FRANCE|UK_IE,Other / not mapped to a company,Emmi,direct,1
beverages,FRANCE|UK_IE,Other / not mapped to a company,Marks & Spencer,direct,1
beverages,FRANCE|UK_IE,Other / not mapped to a company,Monster Beverage Corp,market_scoped,1
beverages,FRANCE|UK_IE,Other / not mapped to a company,Tropicana Brands Group,direct,1
beverages,FRANCE|UK_IE,PepsiCo,Other / not mapped to a company,unresolved,1
beverages,FRANCE|US_CANADA,Danone (Dannon in US),Danone (Dannon in US),market_scoped,1
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Ferrero,Ferrero,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,General Mills,General Mills,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,1
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Manual review / complex ownership,manual_review,1
snacks,FRANCE|UK_IE,Andros,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Asda,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Picard,Picard,direct,1
beverages,BENELUX|FRANCE|NORDICS,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,BENELUX|FRANCE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
beverages,BENELUX|FRANCE|NORDICS,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|NORDICS|DACH,The Coca-Cola Company,The Coca-Cola Company,direct,1
beverages,BENELUX|FRANCE|NORDICS|SOUTHERN_EUROPE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,1
beverages,FRANCE|UK_IE,Leader Price,Leader Price,direct,1
beverages,FRANCE|UK_IE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,1
dairies,BENELUX|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Flora Food Group,Flora Food Group,direct,1
dairies,BENELUX|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Lidl,Lidl,direct,1
dairies,BENELUX|FRANCE|NORDICS,Lactalis,Lactalis,direct,1
dairies,BENELUX|FRANCE|NORDICS,Lidl,Lidl,direct,1
dairies,BENELUX|FRANCE|DACH|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Bel Group,Bel Group,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Danone,Danone,market_scoped,1
snacks,FRANCE|UK_IE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|NORDICS,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|UK_IE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|SOUTHERN_EUROPE,General Mills,General Mills,direct,1
snacks,FRANCE|UK_IE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,1
beverages,FRANCE|UK_IE,PepsiCo,PepsiCo,market_scoped,1
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,1
snacks,FRANCE|UK_IE,Hema,Hema,direct,1
snacks,FRANCE|UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,1
snacks,FRANCE|UK_IE,Mars,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE,Other / not mapped to a company,Lindt & Sprüngli,direct,1
snacks,FRANCE|UK_IE,Other / not mapped to a company,Lotus Bakeries,direct,1
snacks,FRANCE|UK_IE,Other / not mapped to a company,Mondelēz International,direct,1
snacks,FRANCE|UK_IE,Other / not mapped to a company,pladis,direct,1
snacks,FRANCE|UK_IE,Perfetti Van Melle,Perfetti Van Melle,direct,1
snacks,FRANCE|UK_IE,St Michel,St Michel,direct,1
snacks,FRANCE|UK_IE,The Coca-Cola Company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|BENELUX,Mars,Mars,direct,1
snacks,FRANCE|UK_IE|BENELUX,Mondelēz International,Mondelēz International,direct,1
snacks,FRANCE|UK_IE|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
snacks,FRANCE|UK_IE|DACH,Mondelēz International,Mondelēz International,direct,1
beverages,FRANCE,pladis,Kraft Heinz,direct,1
beverages,FRANCE|BENELUX,Auchan,Auchan,direct,1
beverages,FRANCE|BENELUX,Carrefour,Carrefour,direct,1
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Savencia,Savencia,direct,1
cereals,FRANCE|DACH|BENELUX|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,1
cereals,FRANCE|DACH|SOUTHERN_EUROPE,Alnatura,Alnatura,direct,1
