country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
France,FRANCE,dairies,la fermiere,2,la fermiere; la fermiere de chichery,la fermiere=104; la fermiere de chichery=1,105,"My smoothie Yogurt, fraise-cassis | Le crémeux Vanille | La Fermiere Yaourt Nature au lait entier | 140G Yaourt Nature Pot Gres La Fermiere | Yaourt bicouche mûre myrtille",existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,lipton,2,lipton; lipton black tea,lipton=104; lipton black tea=1,105,"Lipton, Diet Mixed Berry Green Tea | lemon Ice tea | GREEN TEA CITRUS | Green Tea Zero Sugar | Lipton te frio",existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,beverages,volvic,2,volvic; volvic infusion bio,volvic=104; volvic infusion bio=1,105,volvic | Volvic natural spring water | Volvic juicy | Eau minérale narurelle | Eau minerale naturelle,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,dairies,borden,4,borden; borden inc; borden plus; borden singles sensations,borden=95; borden inc=7; borden plus=1; borden singles sensations=1,104,Salted butter | 1% Lowfat Milk | Chocolate Lowfat Milk | String Cheese Low-Moisture Part-Skim Mozzarella Cheese | Medium cheddar cheese,existing_confirmed_alias=9,brand_alias_mapping=9,,
France,FRANCE,snacks,kinder,4,kinder; kinder surprise; kinder bueno; kinder ferrero,kinder=98; kinder surprise=3; kinder bueno=1; kinder ferrero=1,103,Schokobons | Cere Alé | Crunchy Cookies | Bueno | Kinder bueno,existing_confirmed_alias=6,brand_alias_mapping=6,,
United States,US_CANADA,snacks,larabar,3,larabar; larabar - cashew cookie; larabar kids,larabar=100; larabar - cashew cookie=1; larabar kids=1,102,Mint Chip Brownie Bar | Apple Pie Bars | Banana Chocolate Chip Bars | Almond Butter Chocolate Chip Bars | Chocolate Brownie Kids Bar,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,quaker,4,quaker; quaker oats; quaker chewy; quaker chewy dipps,quaker=95; quaker oats=3; quaker chewy=2; quaker chewy dipps=1,101,"Instant oatmeal | Quaker, Soft Baked Cookies, Oatmeal, Raisin, Oatmeal, Raisin | Soft Baked Cookies, Chocolate, Almond | Quaker, Crispy Cookies, Chocolate Chip, Chocolate Chip | Quaker, Crispy Cookies, Peanut Butter, Peanut Butter",existing_confirmed_alias=25,brand_alias_mapping=25,,
United States,US_CANADA,snacks,ghirardelli chocolate company,2,ghirardelli chocolate ghirardelli chocolate company; ghirardelli ghirardelli chocolate company,ghirardelli chocolate ghirardelli chocolate company=88; ghirardelli ghirardelli chocolate company=13,101,"Dark & caramel | Dark & sea salt caramel chocolate squares | Spring Impressions Milk & White Chocolate | Ghirardelli chocolate, spring impressions chocolate, milk & dark chocolate | Dark chocolate with bits of cherry and almonds",repeated_prefix_collapsed=102,heuristic=102,,
France,FRANCE,beverages,gilbert,2,gilbert; gilbert et gaillard,gilbert=100; gilbert et gaillard=1,101,Pur jus de pomme | Jus d'orange à base de concentré | Pur jus d'orange | Sirop grenadine | Cappucino en poudre,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,cereals,meijer,2,meijer; meijer inc,meijer=85; meijer inc=16,101,"Meijer, instant oatmeal, cinnamon roll | Meijer, instant oatmeal, strawberries & cream, strawberries & cream | Instant Oatmeal Peaches & Cream Flavor | Meijer, instant oatmeal, maple & brown sugar, maple & brown sugar | Instant Oatmeal",existing_confirmed_alias=69,brand_alias_mapping=69,,
France,FRANCE,dairies,vrai,2,vrai; vrai c 'est ma nature,vrai=100; vrai c 'est ma nature=1,101,yaourt bio au lait de brebis nature. | Fromage blanc | Crème fraiche bio de Normandie | Yaourt au lait de chèvre | Fromage blanc au lait de brebis,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,v8,4,v8; v8 splash; v8 energy; v8 +energy,v8=88; v8 splash=8; v8 energy=2; v8 +energy=1,99,"Splash | Low Sodium 100% Vegetable Juice | Original 100% Vegetable Juice | 100% Vegetable Juice, Original | V8 100% juice",existing_confirmed_alias=11,brand_alias_mapping=11,,
United States,US_CANADA,snacks,clancy's,3,clancy's; clancy's aldi; clancys,clancy's=86; clancy's aldi=7; clancys=6,99,"Pretzels filled with peanut butter, peanut butter | Popcorn Chips white cheddar | Pub Style Pretzels | Sea salt, veggie straws | Dill Pickle Popcorn",existing_confirmed_alias=7; punctuation_spacing_variant=6,brand_alias_mapping=7; heuristic=6,,
United States,US_CANADA,snacks,oreo,3,oreo; oreo double stuf; oreo selena gomez,oreo=97; oreo double stuf=1; oreo selena gomez=1,99,OREO Muddy Buddies Cookies & Cream | Oreo | Orea Candy Canes | Oreo holiday chocolate cookie house | WHITE FUDGE COVERED SANDWICH COOKIES,existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE,snacks,lotus,2,lotus; lotus since 1932,lotus=98; lotus since 1932=1,99,Speculos | Speculoos | Biscoff Chocolat noir | Gauffres fourrées | Madeleines pur beurre fourrées au chocolat,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,u saveurs,2,u u saveurs; u saveurs,u u saveurs=96; u saveurs=3,99,"Croissant, + pain au chocolat, 8 pièces | Profiteroles au chocolat | Gâche tranchée | Croissant U saveurs | Pain au chocolat",repeated_prefix_collapsed=286,heuristic=286,,
France,FRANCE,beverages,nescafe,4,nescafe; nescafe dolce gusto; nescafe selection; nescafe gold,nescafe=86; nescafe dolce gusto=9; nescafe selection=2; nescafe gold=1,98,Nescafe encore | café spécial filtre doux et fruité | Nescafe 3 en 1 | NESCAFE CLASSIC 100G TIN EXP 10 / 18 (GR) | Nescafé sélection corsé et intense,existing_confirmed_alias=17; product_line_suffix_removed=2,brand_alias_mapping=17; heuristic=2,,
United States,US_CANADA,dairies,sargento,3,sargento; sargento foods inc; sargento tastings,sargento=95; sargento foods inc=2; sargento tastings=1,98,Reduced fat sharp cheddar cheese stick | Sliced Gouda Cheese | Sliced Muenster Cheese | Sharp Cheddar Sliced Cheddar Cheese | Medium Cheddar Sliced Cheddar Cheese,existing_confirmed_alias=6,brand_alias_mapping=6,,
United States,US_CANADA,snacks,giant,6,giant; giant eagle inc; giant brand; giant roasters; giant snacks inc; giant value,giant=84; giant eagle inc=9; giant brand=1; giant roasters=1; giant snacks inc=1; giant value=1,97,"Marshmallow Swirloop Candy, Marshmallow Swirlpop | Lollipops Pop Set | Rice Cakes | Giant bridge brand, prawn crackers | Wafer cookies",existing_confirmed_alias=15,brand_alias_mapping=15,,
United States,US_CANADA,snacks,utz,3,utz; utz quality foods inc; utz heluvagood,utz=80; utz quality foods inc=16; utz heluvagood=1,97,"Potato Chips | Honey barbeque flavored potato chips, honey barbeque | Carolina style potato chips | Utz, potato chips, bar-b-q | Barbeque flavored potato chips, barbeque",existing_confirmed_alias=17,brand_alias_mapping=17,,
France,FRANCE,dairies,bonneterre,2,bonneterre; bonneterre et compagnie,bonneterre=96; bonneterre et compagnie=1,97,tomme de brebis du Larzac | Emmental | Lait Stérilisé UHT 1/2 Écrémé | Lait Sterilise Uht Ecreme | Lait stérilisé UHT Entier,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,nabisco,2,nabisco; nabisco - good thins,nabisco=96; nabisco - good thins=1,97,Mini Chips Ahoy! | Cookies-Single Serve Big Bag 1X3 Oz | Premium crackers whole grain 500x0.24 oz | wheat Thins | Mini Chips Ahoy! Cookies,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,beverages,red bull,2,red bull; redbull,red bull=83; redbull=13,96,THE YELLOW EDITION Tropical ENERGY DRINK | Boisson énergisante Sans Sucre | Red Bull | Red bull | RedBull energy drink,punctuation_spacing_variant=14,heuristic=14,,
United States,US_CANADA,cereals,nature's path,7,nature's path; nature's path organic; nature's path envirokidz; nature's path love child organics; nature's path organic - envirokidz; natures path; natures path organic,nature's path=66; nature's path organic=16; nature's path envirokidz=9; nature's path love child organics=1; nature's path organic - envirokidz=1; natures path=1; natures path organic=1,95,"Nice and nobbly granola | Heritage Flakes | Nature's path, flax plus, organic multibran flakes cereal | Qi'a Gluten-Free Oatmeal – Superseeds & Grains | Qi'a Gluten-Free Oatmeal – Creamy Coconut",product_line_suffix_removed=23; existing_confirmed_alias=11; punctuation_spacing_variant=1,heuristic=24; brand_alias_mapping=11,,
France,FRANCE,dairies,galbani,3,galbani; galbani professionale; galbani santa lucia,galbani=92; galbani professionale=2; galbani santa lucia=1,95,Mozzarella boule | Fromage mozzarella | mozzarella | parmigiano reggiano Galbani | ricotta,existing_confirmed_alias=9,brand_alias_mapping=9,,
France,FRANCE|DACH,snacks,coop,7,coop; coop naturaplan; coop prix garantie; coop qualite and prix; coop fine food; coop karma; coop naturalplan,coop=61; coop naturaplan=21; coop prix garantie=4; coop qualite and prix=3; coop fine food=3; coop karma=1; coop naturalplan=1,94,Tartelette de Linz | Panettone | Biscuits de Noël | Tresse au beurre | Panettoncino,existing_confirmed_alias=121,brand_alias_mapping=121,,
France,FRANCE,beverages,pepsi,3,pepsi; pepsi max; pepsi zero,pepsi=92; pepsi max=1; pepsi zero=1,94,Pepsi | Pepsi lime | With a splash of mango juice | Pepsi Cola | Pepsi Zero Sugar 710mL,existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE,snacks,auchan bio,2,auchan auchan bio; auchan bio,auchan auchan bio=62; auchan bio=32,94,Snacks pois chiche | Cake aux fruits tranché BIO | Gaufres au miel à la farine d'épeautre BIO | Biscuits Tablette Chocolat au Lait | Chocolat dégustation Noir Fleur de Sel,repeated_prefix_collapsed=246,heuristic=246,,
United States,US_CANADA,snacks,haribo,2,haribo; haribo goldbears,haribo=93; haribo goldbears=1,94,Gingerlemon gummi candy each | Gummi candy | Goldbears minis | Goldbears Gummi Candy | Gold-Bears Gummi Candy,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,kettle,5,kettle; kettle brand; kettle heroes; kettle head; kettle uprooted,kettle=52; kettle brand=36; kettle heroes=3; kettle head=1; kettle uprooted=1,93,Signature select kettle microwave popcorn | Jalapeno flavored kettle cooked potato chips | Smokin sweet barbecue crab chips | Gourmet Kettle Chips | Potato Chips Sea Salt,existing_confirmed_alias=41,brand_alias_mapping=41,,
France,FRANCE,beverages,oasis,4,oasis; oasis tropical; oasis ice tea; oasis sirop,oasis=86; oasis tropical=5; oasis ice tea=1; oasis sirop=1,93,Jus De Fruits (pomme Du Verger) | Jus d'Orange | Cocktail De Légumes (10 Légumes) | Jus De Fruits (canneberge & Grenade) | Collection Nature Orange Framboise Fruit de la Passion,existing_confirmed_alias=7,brand_alias_mapping=7,,
France,FRANCE,beverages,destination,3,destination; destination passion; destination saveurs,destination=91; destination passion=1; destination saveurs=1,93,Thé vert japon hojicha | Thé vert | Thé Vert Bio Gunpowder Chine | Pur cacao | SELECTION PUR ARABICA,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,dairies,good and gather,3,good and gather; good and gather baby; good and gather organic,good and gather=90; good and gather baby=2; good and gather organic=1,93,Good & gather mild cheddar cheese finely shredded | Mexican-Style Classic | Good & gather mozzarella classic shredded low | Mild Cheddar Cheese | Colby Jack Classic,existing_confirmed_alias=10,brand_alias_mapping=10,,
France,FRANCE,dairies,isigny ste mere,3,isigny ste mere; isigny isigny ste mere; isigny ste-mere,isigny ste mere=91; isigny isigny ste mere=1; isigny ste-mere=1,93,Mimolette française | MIMOLETTE BIO 6 MOIS | Grand Pont L'evêque Aoc Pyrogravé | Petit Sainte Mere | Fromage frais aux framboises,existing_confirmed_alias=2; repeated_prefix_collapsed=1,brand_alias_mapping=2; heuristic=1,,
Belgium,BENELUX|FRANCE,snacks,delhaize,2,delhaize; delhaize bio,delhaize=92; delhaize bio=1,93,Florentins | Tortilla chips (naturel) | Panettone | Brownies pépites de chocolat | Brownies,existing_confirmed_alias=8,brand_alias_mapping=8,,
United States,US_CANADA,snacks,simply,23,simply nature; simply protein; simply enjoy; simply indulgent gourmet; simply; simply roundy's; simply 7; simply 7 snacks; simply eight; simply doritos; simply bklva; simply delicious inc; simply dara inc; simply go; simply fuel protein balls; simply natural; simply life; simply lay's; simply natural by aldi; simply ruffles; simply scrumptious confections inc; simply sprouted; simply tostitos,simply nature=38; simply protein=9; simply enjoy=7; simply indulgent gourmet=6; simply=6; simply roundy's=4; simply 7=3; simply 7 snacks=2; simply eight=2; simply doritos=2; simply bklva=1; simply delicious inc=1; simply dara inc=1; simply go=1; simply fuel protein balls=1; simply natural=1; simply life=1; simply lay's=1; simply natural by aldi=1; simply ruffles=1; simply scrumptious confections inc=1; simply sprouted=1; simply tostitos=1,92,Simply Ruffles Sea Salted | Ruffles Sea Salted | pop tarts simply frosted HARVEST STRAWBERRY | Hummus Chips | Peanut Butter Crispies,existing_confirmed_alias=199,brand_alias_mapping=199,,
France,FRANCE,beverages,jardin bio lea nature,3,jardin bio lea nature; jardin bio' lea nature; jardin bio jardin bio lea nature,jardin bio lea nature=88; jardin bio' lea nature=3; jardin bio jardin bio lea nature=1,92,5 fruits et légumes délicieux frambroise | Cocktail ananas banane coco | Infusion digestion | INFUSION SOMMEIL DETENTE | Thé Matcha lemon,punctuation_spacing_variant=5; repeated_prefix_collapsed=1,heuristic=6,,
France,FRANCE,snacks,mentos,3,mentos; mentos perfetti van melle; mentos perfetti,mentos=74; mentos perfetti van melle=13; mentos perfetti=5,92,Mentos pure fresh | Mentos sans sucres | Mentos White Choco | Mentos choco | Chewing gum,existing_confirmed_alias=22,brand_alias_mapping=22,,
France,FRANCE,dairies,casa azzurra,2,casa azzurra; casa azzurra bio,casa azzurra=91; casa azzurra bio=1,92,Grana padano | Mozzarella | Ricotta riche en protéines naturelles | Burrata di Bufala | Mozarella maxi,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE|DACH,dairies,coop,6,coop; coop naturaplan; coop qualite and prix; coop prix garantie; coop fine food; coop naturaplan bio,coop=58; coop naturaplan=25; coop qualite and prix=4; coop prix garantie=2; coop fine food=1; coop naturaplan bio=1,91,"Parmigiano Reggiano DOP | Jambon Serrano Coop | Ziegenfrischkäse, Qualité & Prix | Qualité & Prix Sbrinz Râpé | Séré demi-gras",existing_confirmed_alias=105,brand_alias_mapping=105,,
France,FRANCE,beverages,lidl,5,lidl; lidl captain soif fraise; lidl emb 26368a; lidl france snc; lidl freeway,lidl=87; lidl captain soif fraise=1; lidl emb 26368a=1; lidl france snc=1; lidl freeway=1,91,Eau minérale naturelle | jus d'orange sans pulpe | solevita orange 100% pur jus pressée | Jus d'orange | Brique jus d'orange,existing_confirmed_alias=4,brand_alias_mapping=4,,
United States,US_CANADA,snacks,gold emblem,3,gold emblem; gold emblem abound; gold emblem select,gold emblem=80; gold emblem abound=8; gold emblem select=3,91,Soft-baked breakfast bars | Oatmeal Raison Cookies | Gold emblem licorice bears | Popping Corn | Candy corn,existing_confirmed_alias=11,brand_alias_mapping=11,,
United States,US_CANADA,snacks,galerie,2,galerie; galerie au chocolat,galerie=90; galerie au chocolat=1,91,Candy Rolls | Candy Filled Eggs | Lollipop Bouquet | Grape Lollipop | Candy Pieces,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,beverages,winn dixie,2,winn dixie; winn-dixie,winn dixie=85; winn-dixie=6,91,"Caffeine free cola | Cola | Cream soda | Soda, peach | Citrus soda, kountry mist",existing_confirmed_alias=25,brand_alias_mapping=25,,
United Kingdom,UK_IE,dairies,muller,6,muller; muller x myprotein; muller light; muller frijj; muller myprotein; muller corner,muller=73; muller x myprotein=6; muller light=5; muller frijj=3; muller myprotein=2; muller corner=1,90,Whipped Greek Style Yogurt | Muller Light goodies | Semi-skimmed milk | Muller light greek style | Muller Greek Style Bliss Corner - Cheesecake Inspired,existing_confirmed_alias=17,brand_alias_mapping=17,,
France,FRANCE|DACH,dairies,migros,4,migros; migros bio; migros selection; migros terrasuisse,migros=69; migros bio=17; migros selection=2; migros terrasuisse=2,90,Le Gruyère doux | Le Gruyere 11 mois | vacherin mont-d'or | Migros Coupe Chantilly Chocolat | Mozzarella bio,product_line_suffix_removed=49; existing_confirmed_alias=12,heuristic=49; brand_alias_mapping=12,,
France,FRANCE,beverages,casino bio,2,casino casino bio; casino bio,casino casino bio=57; casino bio=33,90,Sirop Grenadine | Bio Soja cuisine | Cidre bouché brut biologique 5% vol 75cl bio | 100 % Pur Jus Orange pressée avec pulpe | 100 % Pur Jus Pomme bio,repeated_prefix_collapsed=192,heuristic=192,,
United States,US_CANADA,beverages,kroger,2,kroger; kroger big k,kroger=88; kroger big k=2,90,"Apple Juice | Original Seltzer Water | Energy drink mix - mango pineapple | Kroger, vitamin enhanced water beverage, lemonade | Kroger, vitamin enhanced water beverage, blood orange",existing_confirmed_alias=2,brand_alias_mapping=2,,
United Kingdom,UK_IE,snacks,mcvitie's,4,mcvitie's; mcvities; mc vities; mcvitie's united biscuits,mcvitie's=57; mcvities=28; mc vities=3; mcvitie's united biscuits=1,89,Mcvities Rich Tea | Digestives | Ginger nuts | Gold Billions Wafer | Signature Chocolate Cream Swirls,punctuation_spacing_variant=31; existing_confirmed_alias=1,heuristic=31; brand_alias_mapping=1,,
France,FRANCE,dairies,itineraire des saveurs,3,itineraire des saveurs; itineraire des saveurs intermarche; itineraire des saveurs selection,itineraire des saveurs=87; itineraire des saveurs intermarche=1; itineraire des saveurs selection=1,89,Comté | Comté au lait cru affiné 10 mois | Comté AOP au lait cru | Comté au lait cru | Comte au lait gru,existing_confirmed_alias=2; product_line_suffix_removed=1,brand_alias_mapping=2; heuristic=1,,
France,FRANCE,dairies,leclerc,4,leclerc; leclerc les croises; leclerc ets shoepfer; leclerc fromager,leclerc=84; leclerc les croises=2; leclerc ets shoepfer=1; leclerc fromager=1,88,Brillat savarin | Emmental longe lait cru | Lingot d'or | BÛCHE DES NEIGES | Tomme Noire des Pyrénées,existing_confirmed_alias=4,brand_alias_mapping=4,,
France,FRANCE,snacks,bn,3,bn; bn p'tit dej; bn sensation,bn=86; bn p'tit dej=1; bn sensation=1,88,Bn P'tit Dej Chocolat au Lait | bn | Mini biscuit BN | BN chocolat | BN Goût fraise,existing_confirmed_alias=2,brand_alias_mapping=2,,
United Kingdom,UK_IE,beverages,morrisons,2,morrisons; morrisons morrisons,morrisons=85; morrisons morrisons=2,87,Morrison’s Lime Juice Cordial | Cranberry Juice Drink | Peach Fruit & Barley | orange | Soya Unsweetened 1 Litre,repeated_prefix_collapsed=4,heuristic=4,,
United States,US_CANADA,snacks,lindt,10,lindt; lindt lindor; lindt and sprungli; lindt and sprungli usa inc; lindt and sprungli lindt; lindt excellence; lindt and sprungli schweiz ag; lindt and sprungli sas; lindt and sprungli gmbh; lindt excellence chili,lindt=59; lindt lindor=13; lindt and sprungli=3; lindt and sprungli usa inc=3; lindt and sprungli lindt=2; lindt excellence=2; lindt and sprungli schweiz ag=1; lindt and sprungli sas=1; lindt and sprungli gmbh=1; lindt excellence chili=1,86,"Lindt Gold Bunny, Hazelnut Milk Chocolate | Lindt, lindor, milk chocolate truffles, milk and white | Lindor milk chocolate truffles | Lindor holiday assorted chocolate truffles bag | Strawberries And Cream White Chocolate",existing_confirmed_alias=27,brand_alias_mapping=27,,
United Kingdom,UK_IE,dairies,lidl,6,lidl; lidl deluxe; lidl dairy manor; lidl italiamo; lidl simply; lidl vemondo,lidl=74; lidl deluxe=6; lidl dairy manor=2; lidl italiamo=2; lidl simply=1; lidl vemondo=1,86,Danpak Spreadable Lighter | British semi-skimmed milk | ASCULIN CERTIFIED STANDARDS VALLEY SPRE BRITISH MI | Mature White Cheddar | Creamy split pot crunch yogurts,existing_confirmed_alias=23,brand_alias_mapping=23,,
United States,US_CANADA,beverages,arizona,4,arizona; arizona chile pepper co; arizona arnold palmer; arizona iced tea,arizona=81; arizona chile pepper co=3; arizona arnold palmer=1; arizona iced tea=1,86,"Iced Tea With Lemon Flavor Liquid Water Enhancer, Lemon | Mucho Mango Fruit Juice Cocktail Liquid Water Enhancer, Mucho Mango | Green Tea with Ginseng and Honey | Green Tea With Ginseng And Honey Liquid Water Enhancer, Green Tea With Ginseng And Honey | Half iced tea half lemonade liquid water enhancer",existing_confirmed_alias=7,brand_alias_mapping=7,,
United States,US_CANADA,dairies,shoprite,3,shoprite; shop rite; shoprite wholesome pantry organic,shoprite=84; shop rite=1; shoprite wholesome pantry organic=1,86,"100 calorie greek nonfat yogurt, tart cherry, tart cherry | Unsalted Butter, Sweet Cream | Shoprite, singles, white american pasteurized prepared cheese product | Burger sweet cream | Sweet Cream Butter",punctuation_spacing_variant=18; existing_confirmed_alias=1,heuristic=18; brand_alias_mapping=1,,
France,FRANCE,beverages,jardin bio,2,jardin bio; jardin bio etic,jardin bio=82; jardin bio etic=4,86,infusion thym citronné | Pur jus de pamplemousse rose biologique | Matin tonique 100% pur jus | Pur Jus Matin Pep's de Citron | Boisson Pomme Vanille,existing_confirmed_alias=5,brand_alias_mapping=5,,
France,FRANCE,beverages,u saveurs,2,u u saveurs; u saveurs,u u saveurs=85; u saveurs=1,86,"Thé de Noël u saveurs | Vin blanc Méditerranée Viognier IGP blanc - Fontaine à vin 3L | Vin rouge IGP Pays d'OC Pinot Noir Grande Réserve Bouteille 75cl | Vin blanc Méditerranée IGP Viognier | Vin rouge Pays d'OC IGP Pinot Noir - HVE3 34,5cl",repeated_prefix_collapsed=286,heuristic=286,,
France,FRANCE,dairies,e.leclerc,4,e.leclerc; e. leclerc; e.leclerc fromage; eleclerc,e.leclerc=81; e. leclerc=2; e.leclerc fromage=1; eleclerc=1,85,Mascarpone et Gorgonzola | Brie label rouge | emmental | Edam tendre teinte croute nat.2 | Edam tendre teinte croute Nat 2,punctuation_spacing_variant=31; existing_confirmed_alias=1,heuristic=31; brand_alias_mapping=1,,
France,FRANCE|SOUTHERN_EUROPE,snacks,gullon,2,gullon; gullon zero sin azucares,gullon=84; gullon zero sin azucares=1,85,Sugar Free Wafer Vanilla | GALLETAS PANCHITOS CHO. BLANCO GULLON | Diet-fibra | Cuor di cereale | Gullon Choco BOM,existing_confirmed_alias=1,brand_alias_mapping=1,,
United Kingdom,UK_IE,dairies,marks and spencer,2,marks and spencer; marks and spencer marks and spencer,marks and spencer=82; marks and spencer marks and spencer=3,85,Cornish cold butter | whipped soft Creamy cheese | Authentic Greek Yogurt | Dairy cream | M&S Super Fruity black cherry low fat live yoghurt,repeated_prefix_collapsed=7,heuristic=7,,
France,FRANCE,snacks,mcvitie's,7,mcvitie's; mcvitie's united biscuits; mcvities; mcvitie's mcvities; mcvitie s; mc vities; mc vitie's,mcvitie's=65; mcvitie's united biscuits=6; mcvities=6; mcvitie's mcvities=3; mcvitie s=2; mc vities=1; mc vitie's=1,84,Crunchy Cerial par biscuits | sablés aux flocons d'avoine | Mcvities Wholesense | Ginger Nuts Biscuits | Flipz Salted Caramel,punctuation_spacing_variant=18; existing_confirmed_alias=7; repeated_prefix_collapsed=6,heuristic=24; brand_alias_mapping=7,,
United States,US_CANADA,snacks,quest,4,quest; quest nutrition llc; quest bar; quest nutrition,quest=74; quest nutrition llc=6; quest bar=3; quest nutrition=1,84,CHEESE CRACKERS | Bar Cookies & Cream | CHOCOLATE CHIP COOKIE DOUGH | Quest white chocolate raspberry protein bar | ORIGINAL STYLE PROTEIN CHIPS CHEDDAR & SOUR CREAM,existing_confirmed_alias=10,brand_alias_mapping=10,,
United States,US_CANADA,snacks,kitkat,3,kitkat; kit kat; nestle kitkat,kitkat=68; kit kat=15; nestle kitkat=1,84,"Breaking Bones | Sweet And Salty Snack Mix With Kit Kat Minis, Pretzels, Chocolate Wafer Bites, And Honey Roasted Almonds, Sweet And Salty | Kit Kat Miniatures Milk Chocolate Wafer Christmas Candy | Crisp Wafers In White Creme Bars, White Creme | Crisp Wafers In White Creme Miniatures, White",punctuation_spacing_variant=15; existing_confirmed_alias=1,heuristic=15; brand_alias_mapping=1,,
United States,US_CANADA,beverages,monster energy,3,monster energy company; monster energy; monster monster energy,monster energy company=55; monster energy=26; monster monster energy=3,84,😡😡😡😡😡AHHHHH | Monster Energy Ultra Red | Ultra Red Energy Drink | Ultra Black Energy Drink | Zero Sugar Peach,legal_suffix_removed=55; repeated_prefix_collapsed=3,heuristic=58,,
United States,US_CANADA,snacks,ferrara candy company,2,ferrara candy company; ferrara ferrara candy company,ferrara candy company=81; ferrara ferrara candy company=2,83,"Brach's, candy canes, peppermint | Brach's, santa's choice candy cane, cherry | Chocolate covered marshmallow rabbits | Milk chocolate stars | Now And Later, Extreme Sour Fruit Chews Candy",repeated_prefix_collapsed=2,heuristic=2,,
France,FRANCE,dairies,isey,2,isey; isey skyr,isey=76; isey skyr=7,83,Skyr coco | Skyr Vanille | Skyr Cheesecake au citron | Skyr Fraise | Skyr Stracciatella,existing_confirmed_alias=10,brand_alias_mapping=10,,
United States,US_CANADA,cereals,millville,2,millville; millville oats and honey,millville=81; millville oats and honey=1,82,"Honey crunch 'n oats | Millville, sweetened multi-grain cereal made with natural fruit flavors with other natural flavors | Millville, crunchy banana nut, multigrain cereal | Corn squares oven toasted corn cereal, corn | BRAN FLAKES",existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,Carrefour Bio,6,carrefour bio; carrefour bio carrefour; carrefour bio biowise; carrefour bio chevaliers d'argouges; carrefour carrefour bio; carrefour carrefour biocarrefour,carrefour bio=43; carrefour bio carrefour=34; carrefour bio biowise=1; carrefour bio chevaliers d'argouges=1; carrefour carrefour bio=1; carrefour carrefour biocarrefour=1,81,Dessert noir - Puur 52% cacao | Pain au chocolat | Croissant pur beurre | Pains chocolats | Pains chocolat,curated_private_label_mapping_confirm=449,curated_private_label_mapping=449,approve_alias=81,
United States,US_CANADA,dairies,belgioioso,3,belgioioso; belgioioso park cheese llc; belgioioso cheese inc,belgioioso=78; belgioioso park cheese llc=2; belgioioso cheese inc=1,81,Espresso Mascarpone | Mascarpone | Fresh Mozzarella | Ovolini Fresh Mozzarella | Fresh Mozzarella Pearls,existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE,snacks,bio soleil,3,bio soleil; bio-soleil; biosoleil,bio soleil=79; bio-soleil=1; biosoleil=1,81,Biscuits épeautre & abricots | Barres de céréales | Petits Muffins au chocolat noir équitable | Biscuits Nature & Bienfaits - 100% Végétal - Sans levure - Blé & Sésame | Biscuits Nature & Bienfaits Blé & Raisins,punctuation_spacing_variant=1; existing_confirmed_alias=1,heuristic=1; brand_alias_mapping=1,,
United States,US_CANADA,beverages,simply,15,simply nature; simply; simply orange; simply roundy's; simply orange juice company; simply enjoy; simply pop; simply light; simply clear; simply apple; simply asia foods llc; simply lemonade; simply smoothie; simply tera's; simply tropical,simply nature=35; simply=11; simply orange=9; simply roundy's=7; simply orange juice company=3; simply enjoy=3; simply pop=3; simply light=2; simply clear=1; simply apple=1; simply asia foods llc=1; simply lemonade=1; simply smoothie=1; simply tera's=1; simply tropical=1,80,"Simply Lemonade with Raspberry | Light Lemonade, Light | Simply Lemonade | Lemonade | Simply Orange",existing_confirmed_alias=179,brand_alias_mapping=179,,
France,FRANCE,dairies,comte,6,comte; comte de loheac; comte marcel petite; comte aop; comte aop rape; comte rivoire-jacquemin,comte=72; comte de loheac=3; comte marcel petite=2; comte aop=1; comte aop rape=1; comte rivoire-jacquemin=1,80,Fromage comte | Comte | 12 mois | Comte AOP 12 mois minimum | Comte aop 12 mois minimum,existing_confirmed_alias=8,brand_alias_mapping=8,,
