raw_brand,cleaned_brand_key,approved_normalized_brand,alias_review_decision,mapping_source,review_reason,product_count,country_or_market,observed_market_region_codes,category,example_product_names
carrefour discount carrefour,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,2,France,FRANCE,dairies,Île flottante sur lit de crème anglaise | Lait concentré sucré
carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,dairies,Pecorino Romano AOP | Burrito di bufala
carrefour extra carrefour,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,snacks,Mini Panettone | Mini Panettone avec pépites de chocolat
carrefour filiere qualite carrefour fqc,filiere qualite carrefour,Filière Qualité Carrefour,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,Belgium,BENELUX|FRANCE,beverages,Filière Qualité Carrefour The Market Jus de Pomme-Poire | Filière Qualité Carrefour The Market Jus de Pomme
carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,beverages,MiniFruity Saveur Orange | Multifruits kids bio
carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,cereals,Milkis au Lait | Choco Numbers
carrefour selection carrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,beverages,Rooibos saveur framboise infusion | Citron citron vert
carrefour sensation carrefour,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,beverages,Cola Saveur Vanille | Gout chocolat noisette
carrefour sensation carrefour,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,dairies,Cappuccino | High protein Myrtille
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,dairies,Emmental râpé | Fromages râpés
filiere qualite carrefour carrefour,filiere qualite carrefour,Filière Qualité Carrefour,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,dairies,Lait frais entier microfiltré | Camembert de Normandie AOP au lait cru
reflets de france,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,snacks,Navettes de Provence | Galettes Bretonnes Spécialité de Pont-Aven au beurre
reflets de france carrefour,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,beverages,Reflets de France Sirop de menthe de Provence | Reflets de France Sirop de cassis de Bourgogne
selection carrefour,selection carrefour,Carrefour Sélection,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",2,France,FRANCE,beverages,Nectar de fraise | Nectar banane
simpl,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE,dairies,Tiramisu | Lait stérilisé UHT demi-écrémé
simpl carrefour,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,2,France,FRANCE|SOUTHERN_EUROPE,snacks,Biscuits tablette de chocolat noir | Lait & éclats de Noisettes
bio carrefour,bio carrefour,Carrefour Bio,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE,dairies,Lait bio
carrefour baby carrefour recettes pensees par ghislaine arabian,carrefour baby,My Carrefour Baby,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,dairies,Onctueux de Semoule à la Fleur d'Oranger
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,beverages,Carrefour Bio Gingembre Hibiscus & Citron Shot
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Carrefour Bio Chips Lentilles
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,Croustillant fruits rouges
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,Fromages frais aux fruits
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,snacks,Galleta de mantequilla con tableta de chocolate con leche
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Czech Republic,FRANCE,beverages,Lait d’amande
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH,beverages,
carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,United States,US_CANADA,beverages,Boisson au soja Bio
carrefour bio adelholzener,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Adelholzener Johannisbeere bio
carrefour bio auchan bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Jus de citron vert
carrefour bio bio c carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Brassé Fraise mixée au lait entier
carrefour bio biowise,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Barre de canneberge crunchy
carrefour bio carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Austria,DACH|BENELUX|FRANCE,beverages,Carrefour Bio Gingembre Curcuma & Citron Shot
carrefour bio carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH,dairies,Lait demi-écrémé Stérilisé UHT
carrefour bio carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE|DACH,cereals,Cereales corn flakes
carrefour bio carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,JUS DE CLÉMENTINE 100% pur jus
carrefour bio carrefour carrefour market,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Cookies pépites de chocolat et quinoa
carrefour bio carrefour groupe carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Roquefort
carrefour bio carrefour groupe carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,SOJA Sans sucres ajoutés
carrefour bio carrefour groupe carrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Crème dessert chocolat
carrefour bio carrefour les celliers associes,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Jus de Pomme
carrefour bio chevaliers d'argouges,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Chocolat noir 72 % menthe bio
carrefour bio naruralia,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Jus de carotte
carrefour biocarrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Emmental français râpé au lait cru
carrefour biocarrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,cereals,Muesli avoine chocolat
carrefour biocarrefour carrefour city carrefour express,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Limonade
carrefour carrefour baby,carrefour baby,My Carrefour Baby,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,dairies,Brassé nature sucré
carrefour carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Cookies Chocolat Noisettes
carrefour carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Yaourt maigre
carrefour carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Tortitas de arroz con chocolate
carrefour carrefour bio,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,United Kingdom,UK_IE,snacks,tartelettes a la framboise
carrefour carrefour biocarrefour,carrefour bio,Carrefour Bio,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,CARRES GOURMANDS Chocolat noir
carrefour carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Carrefour Classic' No Lactose ! Lait 1.2% M.G.
carrefour carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|DACH,beverages,Sirop cerise
carrefour carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,Coulommiers
carrefour carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Woopy
carrefour carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Crackers Goût Pizza
carrefour carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Infusion saveur fruits rouges
carrefour carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Tartelette goût framboise
carrefour carrefour discount,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,Belgium,BENELUX|FRANCE,beverages,Pamplemousse Boisson aux fruits
carrefour carrefour discount,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,snacks,Milk CHOCOLATE BARS
carrefour carrefour discount,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Robusta Moulu
carrefour carrefour discount groupe carrefour,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,beverages,3 Agrumes
carrefour carrefour discount simpl,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,dairies,Bûche aux laits de vache et de chèvre
carrefour carrefour discount simpl produits blancs,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,beverages,Sirop Fraise
carrefour carrefour discount simpl produits blancs,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Bonbons goût cola
carrefour carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,China,FRANCE|SOUTHERN_EUROPE,snacks,Lait noisettes & raisins
carrefour carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Orange sanguine 100% pur jus Jus d'orange sanguine. Flash pasteurisé. Réfrigéré.
carrefour carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Opéra Biscuits imbibés au café mousse au café et ganache au chocolat
carrefour carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE|BENELUX,snacks,Génoises saveur poire
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,beverages,Carrefour Kids Eau Minérale Naturelle
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Carrefour Kids Lait Demi-Ecrémé
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Carrefour Classic' Magic Eggs Chocolat
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,cereals,Croc ball
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,FUN BOX
carrefour carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Kaomix
carrefour carrefour original,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,Les Palets Recette à la Madeleine
carrefour carrefour original,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,SIROP Orgeat
carrefour carrefour original,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Sprits
carrefour carrefour selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Afghanistan,FRANCE,dairies,Dame Blanche
carrefour carrefour selection groupe carrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Afghanistan,FRANCE,snacks,Tartelette au caramel beurre demi-sel
carrefour carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Carrefour Sensation Apero Time Gouda & Cheddar
carrefour carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,Crunchy Chocolat noir intense
carrefour carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Yab parfum fraise-banane
carrefour carrefour sensation vegetal,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Postre vegetal almendra chocolate
carrefour carrefour sensationcarrefour,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Mangue
carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Car fromage frais 0%
carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Czech Republic,FRANCE,snacks,Pains au chocolat
carrefour classic,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Carrefour Orzo Solubile
carrefour classic carrefour,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,beverages,Cola zero*
carrefour classic carrefour,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Crème dessert saveur vanille
carrefour classic carrefour,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH,beverages,Eau minérale naturelle finement pétillante
carrefour classic carrefour,carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Sablés coeur saveur pomme façon tatin
carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,Pointe de Brie
carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Saveur grenadine
carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Brassé Fruits Mixés
carrefour classic',carrefour classic,Carrefour Classic,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Emmental Râpé Fondant
carrefour discount,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Mozzarella
carrefour discount carrefour,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,Belgium,BENELUX|FRANCE,snacks,Barres céréales Goût Pomme Abricot
carrefour discount carrefour,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,snacks,8 barres céréalières à la pomme verte
carrefour discount carrefour,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,snacks,8 Barres céréalières aux pépites de chocolat et aux cacahuètes
carrefour discount girard,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,snacks,Petits Sablés - Vanille Rhum
carrefour discount simpl produits blancs,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE,dairies,Lait demi-écrémé
carrefour discount simpl produits blancs,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Nectar multifruits
carrefour discount simpl produits blancs,carrefour discount,Simpl,manual_review_private_label_line,curated_private_label_mapping,curated Carrefour private-label mapping requires manual confirmation,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Chocolate Para postres
carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Noir noisettes entieres
carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Parmigiano reggiano
carrefour extra,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Génoises
carrefour extra carrefour,carrefour extra,Carrefour Extra,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Jus de tomate
carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Biscuits fourres gout vanille
carrefour kids,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,cereals,Miel Numberz - Carrefour Kids
carrefour kids carrefour,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Choco'lait
carrefour kids carrefour,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Mousse aux fruits
carrefour kids carrefour,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Fiestabul Jus de pomme pétillant
carrefour kids carrefour kids bio carrefour,carrefour kids,Carrefour Kids,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Nectar d'Orange Bio
carrefour original,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Brique de brebis doux et crémeux
carrefour original,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Pépites Chocolat Noir
carrefour original carrefour,carrefour original,Carrefour Original,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Île flottante à la Vanille
carrefour reflets de france,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,beverages,Floc de Gascogne Appellation d'Origine Contrôlée
carrefour reflets de france,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Canada,US_CANADA|FRANCE|SOUTHERN_EUROPE,snacks,Palets Bretons Spécialité de Pont-Aven au beurre
carrefour reflets de france,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH,snacks,Caramel au beurre salé
carrefour reflets-de-france,carrefour reflets-de-france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Yaourt au lait entier Sur lit aux fruits
carrefour selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Noord-Hollandse Gouda AOP Jeune - Goût doux et crémeux
carrefour selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Florentins sur lit de chocolat au lait
carrefour selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Espresso Vanilata
carrefour selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Carrefour Selection Lait Extra Fin
carrefour selection carrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Feta AOP
carrefour selection carrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|UK_IE,beverages,Espresso Corsé
carrefour selection grand jury,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Cidre rosé
carrefour selection groupe carrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Yaourt & crème Citron
carrefour selection selection,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Carrefour Selection Tête de Moine AOC
carrefour selectioncarrefour,carrefour selection,Carrefour Sélection,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Galette des rois
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Carrefour Sensation Skyr Vanille 0% M.G.
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Ice tea saveur pêche zéro sucres
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,High protein
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Végétal Snack pops Saveur Tomate & Basilic
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Vitality* Sésame
carrefour sensation,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,United States,US_CANADA,dairies,Ayran
carrefour sensation marque carrefour,carrefour sensation,Carrefour Sensation,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Oh Fruits Saveur Pamplemousse Citron
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Algeria,BENELUX|FRANCE,beverages,Chicorée-café soluble
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Simpl Frangipanes à l'Abricot 6 Pièces
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH,dairies,Crème Entière Fluide
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,Dosettes Dolce
carrefour simpl,carrefour simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|UK_IE,beverages,Jus de citron
classic carrefour,classic carrefour,Carrefour Classic,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE,dairies,Yaourt Nature
classic carrefour carrefour,classic carrefour,Carrefour Classic,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE,beverages,Eau aux arômes naturels de citron et de citron vert
extra carrefour,extra carrefour,Carrefour Extra,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Noir orange confite
