barcode,product_name,brands,primary_brand,query_category,observed_market_region_codes,countries,off_categories,raw_brand_tokens,current_primary_brand,proposed_primary_brand,primary_brand_would_change,detected_portfolio_brand_key,detected_portfolio_group,detection_source,detection_confidence,detection_reason
3033491325250,Activia fraise,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts au Bifidus, Yaourts au bifidus aux fruits",danone,danone,activia,True,activia,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491329418,Hipro 25g protéines Saveur Mangue,danone,danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491329630,Danonino aux fruits,"danone, danonino",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Quarks, Fromages blancs, Fromages à la crème",danone; danonino,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491331268,Light &free,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491331312,Light & Free - Poire & Pointe de Vanille,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491331336,Light & Free Fraise et fraise des bois,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491331343,Light & Free Framboise et jus de grenade,danone,danone,dairies,FRANCE,en:france,Produits laitiers,danone,danone,grenade,True,grenade,Mondelēz International,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491332227,Danette Saveur Spéculoos,danone,danone,dairies,FRANCE,en:france,"Dairies, Desserts, Dairy desserts, Creamy puddings, en:yogurts",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491333934,Light & free,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491333941,Light & free peche passion 120 g x 4,"danone, light & free, light & free fruit",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free; light and free fruit,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491333958,Light & free myrtille 120 g x 4,"danone, light & free, light & free fruit",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, fr:Spécialités laitières, fr:Spécialités laitières aux fruits, en:fruit-yogurts",danone; light and free; light and free fruit,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491333965,Light & Free Poire & Pointe de Vanille,"danone, light & free",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, fr:Spécialités laitières, fr:Spécialités laitières aux fruits, en:fruit-yogurts",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491333972,Light & free fraise des bois 120 g x 4,"danone, light & free, light & free fruit",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free; light and free fruit,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491333989,Light & free framboise grenade 120 g x 4,"danone, light & free, light & free fruit",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free; light and free fruit,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491340536,Danpro,"danone, danpro",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés nature, Yaourts natures",danone; danpro,danone,danpro,True,danpro,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491342578,Danette saveur vanille,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, Crèmes dessert vanille",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491344633,Hipro saveur banane beurre de cacahuètes,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491347511,La Sour Cream,"danone, danpro",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Crèmes, Crèmes épaisses, Crèmes aigres, Crèmes acidulées",danone; danpro,danone,danpro,True,danpro,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491348488,Banane Caramélisée,"danone, oikos",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts à la banane",danone; oikos,danone,oikos,True,oikos,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491348495,Oikos myrtille exquise,"danone, oikos",danone,dairies,FRANCE,en:afghanistan|en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Blueberry yogurts, en:greek-style-yogurts",danone; oikos,danone,oikos,True,oikos,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491349690,Light & Free Fraise et Fraise des Bois,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Yaourts, Yaourts aux fruits, Yaourts à la fraise, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491350795,Activia bifidus saveur citron,danone,danone,dairies,BENELUX|FRANCE,en:belgium|en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aromatisés, Yaourts au Bifidus, Yaourts au bifidus aromatisés",danone,danone,activia,True,activia,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491351082,Activia bifidus saveur vanille sans arome artificiel 125 g x 4,danone activia,danone,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,en:belgium|en:france|en:luxembourg|en:spain,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aromatisés, Yaourts au Bifidus, Yaourts au bifidus aromatisés",danone activia,danone,activia,True,danone activia,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491352379,Light & Free Myrtille Sauvage,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491352393,Light & Free Pêche Fruit Passion,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491358197,Danette Savure Spiculoos,danone,danone,dairies,BENELUX|FRANCE,en:belgium|en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491358340,Danette Le Liégeois Chocolat,danone,danone,dairies,FRANCE,en:france,"Dairies, Desserts, Dairy desserts, Entremets - mousses and creamy puddings, Chocolate desserts, Creamy puddings, en:liegeois",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491358357,Danette liegeois vanille,danone,danone,dairies,BENELUX|FRANCE,en:belgium|en:france,"Produits laitiers, Desserts, Desserts lactés, Desserts lactés à la vanille",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491358364,Danette Le liégeois Café,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491358401,Danette le liégeois,danone,danone,dairies,FRANCE,en:france,"Desserts, Liégeois, en:dairy-desserts",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491358449,Danette Le Liégeois 100 g au café x 4 et chocolat x 4,danone,danone,dairies,FRANCE,en:france,"Dairies, Desserts, Dairy desserts, Chocolate desserts, Creamy puddings, Refrigerated creamy puddings, Coffee desserts, Dairy chocolate desserts, Liégeois, fr:Crèmes dessert rayon frais au café, fr:Crèmes dessert rayon frais au chocolat, fr:Desserts-lactes-cafe-aromatise, fr:desserts-lactes-au-cafe",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491377037,Danette caramel,danone,danone,dairies,FRANCE,en:france,"Milchprodukte,Desserts,Milchnachspeisen,Cremedesserts",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491382178,Activia fruits 0%,danone,danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Fat free fermented dairy desserts with fruits and sweeteners, en:bifidus-yogurts",danone,danone,activia,True,activia,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491382185,Activia bifidus fruits mixés,danone,danone,dairies,FRANCE,en:france,"dairies, fermented-foods, fermented-milk-products, desserts, dairy-desserts, fermented-dairy-desserts, bifidus-yogurts, produits-fermentés, fr:produits-laitiers, produits-laitiers-fermentés, fr:yaourts, yaourts-aux-fruits-mixés, en:fruit-yogurts",danone,danone,activia,True,activia,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491383762,Danonino aux fruits bio panache 50 g x 12,"danone, danonino, danonino bio",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, fr:Spécialités laitières, fr:Spécialités laitières aux fruits, en:fruit-yogurts",danone; danonino; danonino bio,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491383779,Danonino bio,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Yaourts, Quarks, Fromages blancs, Fromages à la crème",danone,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491385124,Danette Chocolat,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491385131,Danette Saveur vanille,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, Crèmes dessert vanille",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491386367,"Danonino bio panaché (fraise, abricot)",danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Fromages, Desserts lactés, Desserts lactés fermentés, Quarks, Fromages blancs, Fromages à la crème",danone,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491388064,Danone lait entier saveur amande 125 g x 4 edition limite,"danone, danone lait entier",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés aromatisés, Yaourts sucrés, Yaourts aromatisés",danone; danone lait entier,danone,lait entier,True,danone lait entier,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491395475,Fjord myrtille sauvage,"danone, fjord",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; fjord,danone,fjord,True,fjord,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491404559,Light & free carrément fruité abricot de mon enfance,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491404931,Light & free abricot,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491420665,Danette cafe,"danone, danette",danone,dairies,FRANCE,en:france,"Produits laitiers,Desserts,Desserts lactés,Entremets - mousses et crème desserts,Crèmes dessert,Crèmes dessert café",danone; danette,danone,danette,True,danette,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491420795,Danette caramel,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert caramel",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491426179,Taillefine aux fruits 0% mat. Grasses,danone,danone,dairies,FRANCE|UK_IE,en:france|en:united-kingdom,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts allégés en matière grasse",danone,danone,taillefine,True,taillefine,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491427282,Danette saveur vanille,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Surgelés, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, Crèmes dessert vanille",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491427725,Danette caramel,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert caramel",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491427732,danette caramel,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert caramel",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491428746,Danette Noisette,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491432729,Danette saveur vanille,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Crèmes dessert, Crèmes dessert rayon frais, Crèmes dessert vanille",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491432774,Danette creme dessert trois chocolats 115 g x 12,danone,danone,dairies,FRANCE,en:france|en:serbia,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491434105,Danette chocolat et lait,"danone, danette",danone,dairies,FRANCE,en:france,"Produits laitiers,Desserts,Desserts lactés,Entremets - mousses et crème desserts,Desserts au chocolat,Crèmes dessert,Crèmes dessert chocolat,Crèmes dessert rayon frais,Crèmes dessert chocolat réfrigérées",danone; danette,danone,danette,True,danette,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491451720,Le petit Frais,"danone, gervais, gervais suisse nature",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Cheeses, Desserts, Dairy desserts, Fermented dairy desserts, Petits suisses, en:plain-petit-suisse",danone; gervais; gervais suisse nature,danone,gervais,True,gervais,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461460,Light & Free sur lit de fruits framboise & jus de grenade,"danone, light & free, light & free skyr",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Skyrs, Fruit skyrs, en:fruit-yogurts",danone; light and free; light and free skyr,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461552,Light & free - spécialité laitière sucrée à la pêche,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Skyrs, Skyrs aux fruits",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461569,Light & free skyr sur lit myrtille cranberry 145 g x 1,"danone, light & free, light & free skyr",danone,dairies,FRANCE,en:france,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Skyrs, Fruit skyrs, en:cheeses",danone; light and free; light and free skyr,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461583,Light & free skyr nature 145 g x 1,"danone, light & free, light & free skyr",danone,dairies,FRANCE,en:afghanistan|en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Skyrs, Skyrs nature",danone; light and free; light and free skyr,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461613,Light & free skyr sur lit mangue passion 145 g x 1,"danone, light & free, light & free skyr",danone,dairies,FRANCE|SOUTHERN_EUROPE,en:france|en:spain,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Skyrs",danone; light and free; light and free skyr,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491461729,Danone du monde kefir 265 ml x 1,"danone, danone of the world",danone,dairies,FRANCE|SOUTHERN_EUROPE,en:france|en:spain,"Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks, Kefir, en:drinkable-yogurts",danone; danone of the world,danone,of the world,True,danone of the world,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491463952,Danone fromage blanc 480 g x 1,"danone, danone jockey nature",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Fromages blancs, Fromages blancs au lait de vache, Fromages blancs natures",danone; danone jockey nature,danone,jockey nature,True,danone jockey nature,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491474187,Skyr light & free,"danone, light & free",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés nature, Skyrs, Skyrs nature",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491482892,Hipro fruit citron,danone,danone,dairies,BENELUX|FRANCE,en:belgium|en:france|en:luxembourg,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, fr:Spécialités laitières, fr:Spécialités laitières aux fruits, en:flavoured-yogurts",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491482953,Hipro Myrtille,danone,danone,dairies,BENELUX|FRANCE,en:belgium|en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Desserts lactés fermentés aux fruits, Spécialités laitières, Spécialités laitières aux fruits",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491485855,HIPRO,danone,danone,dairies,FRANCE,en:france,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Spécialités laitières,Spécialités laitières aux fruits",danone,danone,hipro,True,hipro,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491487194,Light & free,"danone, light & free",danone,dairies,FRANCE,en:france,"Boissons, Produits laitiers, Boissons lactées",danone; light and free,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491493409,Light & free fruit mangue citron 120 g x 4,"danone, light & free, light & free fruit",danone,dairies,FRANCE,en:france,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Desserts lactés fermentés aux fruits,Yaourts,Yaourts aux fruits",danone; light and free; light and free fruit,danone,light and free,True,light and free,,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; another OFF brand token needs brand-level review
3033491523700,Danonino aromatise aux fruits panache 50 g x 16,"danone, danonino, danonino fruits",danone,dairies,FRANCE,en:france,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Fromages blancs",danone; danonino; danonino fruits,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491524790,Danonino au fruit,danone,danone,dairies,FRANCE,en:france,"fr:Petits Suisses parfumes, en:yogurts",danone,danone,danonino,True,danonino,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491529726,Danette Chocolat et Lait,danone,danone,dairies,FRANCE,en:france,"Produits laitiers,Desserts,Desserts lactés,Desserts au chocolat,Crèmes dessert,Crèmes dessert chocolat,Crèmes dessert rayon frais,Crèmes dessert chocolat réfrigérées",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491529733,Taillefine aux fruits yaourt 0%matieres grasses,danone,danone,dairies,FRANCE,en:france,en:fruit-yogurts,danone,danone,taillefine,True,taillefine,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
3033491529740,Danette chocolat et lait,"danone, danette",danone,dairies,FRANCE,en:france,"Produits laitiers,Desserts,Desserts lactés,Entremets - mousses et crème desserts,Desserts au chocolat,Crèmes dessert,Crèmes dessert chocolat,Crèmes dessert chocolat réfrigérées",danone; danette,danone,danette,True,danette,Danone,top_company_portfolio_matrix_off_brands,high,current primary brand is parent/company token; portfolio brand appears in OFF brands field
3033491534546,Danette et fruit sur coulis de cerise,danone,danone,dairies,FRANCE,en:france,"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées",danone,danone,danette,True,danette,Danone,top_company_portfolio_matrix_product_name,medium,current primary brand is parent/company token; portfolio brand appears in product name
