region,category,metric,tail_band,tail_direction,record_count,median_metric_value_in_band,min_metric_value_in_band,max_metric_value_in_band,top_product_name_tokens,top_brands,top_off_categories,top_product_examples,suggested_pattern_label,,
DACH,snacks,fiber_g_100g,P10-P20,bottom,341,0.1415,0,0.8,chocolat (23) | chocolate (15) | etui (14) | caramel (13) | mars (12) | 18g (11) | petits (11) | anis (11) | sac (11) | mini (10),les anis de flavigny (35) | lindt (32) | mars (18) | ritter sport (14) | frey (7) | nestle (7) | haribo (6) | milka (6),Snacks (228) | Snacks sucrés (150) | Confiseries (86) | Sweet snacks (72) | Cacao et dérivés (72) | Bonbons (68) | Imbiss (66) | Süßer Snack (64),3360101870108: Etui 18g petits citron (0) | 3360101860109: Etui 18g petits rose (0) | 3360101850100: Etui 18g petits anis (0) | 3360101840101: Etui 18g violette (0) | 76403941: Rahmtäfeli - caramels à la crème (0) | 7611174177004: Energy Power Gums (0) | 24735407: Marshmallows (0) | 24212212: Tortillas Nacho Cheese (0),normal_category_tail,,
DACH,snacks,fiber_g_100g,P1-P5,bottom,136,0,0,0,chocolat (11) | caramel (7) | noir (7) | chocolate (5) | fin (4) | lindt (4) | swiss (4) | schokolade (4) | vollmilch (4) | candy (4),lindt (17) | camille bloch (5) | trolli (4) | jelly belly (3) | haribo (3) | manner (3) | lindt&sprungli (3) | ikea (3),Snacks (96) | Snacks sucrés (48) | Sweet snacks (41) | Imbiss (21) | Confiseries (20) | Süßer Snack (20) | Cacao et dérivés (20) | Confectioneries (19),79200370213: Nerds (0) | 71570001667: Jelly Beans (0) | 71570000615: Bertie Bott‘s Beans (0) | 71567988612: Bean Boozled (0) | 70622751017: Cow Tales Minis Original Caramel (0) | 70462098501: Sour Patch Kids (0) | 70462008876: American SOUR PATCH Kids Strawberry (0) | 3103220030462: Bonbon Haribo croco (0),likely_category_scope_noise,,
DACH,snacks,fiber_g_100g,P5-P10,bottom,171,0,0,0,boite (13) | ovale (13) | anis (10) | menthe (9) | sac (9) | etui (9) | chocolat (8) | chocolate (8) | 18g (6) | meringues (5),les anis de flavigny (30) | haribo (11) | lindt (10) | coop (7) | mars (6) | riegelein (3) | anis de l abbaye de flavigny (3) | anis de flavigny (3),Snacks (130) | Snacks sucrés (96) | Confiseries (64) | Bonbons (62) | Sweet snacks (31) | Cacao et dérivés (23) | Imbiss (19) | Süßer Snack (18),4000539770203: Frohes Fest (0) | 4000539727207: Oursons en chocolat (0) | 4000539727009: Schokoladen-Teddy (0) | 4013900972960: Langohrhäschen Hasen Schokolade (0) | 4000539707049: Schneemann Alpenvollmilch-Schokolade (0) | 7617400033878: Meringues-mini (0) | 7610403051030: Rémy Martin Fine Champagne Cognac (0) | 7610400087353: Excellence figue intense noir (0),normal_category_tail,,
DACH,snacks,fiber_g_100g,P80-P90,top,342,6.5,5.6,7.9,chips (37) | chocolate (35) | chocolat (27) | noir (25) | crunchy (20) | dark (14) | butter (13) | tortilla (12) | peanut (11) | paprika (10),zweifel (26) | alnatura (17) | nature valley (13) | nestle (13) | belvita (10) | coop (9) | corny (9) | unknown (6),Snacks (217) | Snacks sucrés (86) | Sweet snacks (75) | Imbiss (71) | Süßer Snack (59) | Biscuits (51) | Riegel (35) | Chips (34),4104420172227: Cranberry Chia Keske (7.9) | 5600317476892: Buddha energy (7.9) | 3770007832153: Barre Original Chocolat Fruits rouges (7.9) | 42100522: Cocos Riegel VM (7.8) | 722252387646: Peanut Butter Banana with Dark Chocolate (7.8) | 7622210329936: Poiana (7.8) | 4104420225961: Mango Dattel Riegel (7.8) | 4099200023144: Barres aux noix de cajou (7.8),likely_category_scope_noise,,
DACH,snacks,fiber_g_100g,P90-P95,top,171,8.8,7.9,10,noir (24) | chocolat (20) | protein (13) | chocolate (12) | bar (10) | popcorn (10) | cacao (8) | biscuits (6) | zartbitter (6) | orange (5),alnatura (6) | coop (6) | gran cereale (6) | dar-vida (5) | blevita (5) | rapunzel (4) | m-classic (3) | frey (3),Snacks (104) | Snacks sucrés (45) | Sweet snacks (41) | Imbiss (34) | Süßer Snack (31) | Cacao et dérivés (24) | Chocolats (21) | Chocolats noirs (21),4260335834626: Schokodrops (10) | 3760091726667: Chocolat noir 80% Équateur intense et floral (10) | 3800232730518: Vanilla and choc chip (10) | 3175681103849: Biscuits son d'avoine (10) | 5010029222005: Weetabix Protein (10) | 5712840020029: Rawbite The Organic Fruit & Nut Bite Cacao (10) | 20223250: Schweizer bio-schokolade dunkel (10) | 4260353176487: Protein Nachos - Paprika (10),likely_category_scope_noise,,
DACH,snacks,fiber_g_100g,P95-P99,top,136,12,10,16.7,noir (26) | chocolat (20) | chocolate (13) | cacao (12) | popcorn (11) | protein (11) | dark (9) | schokolade (9) | chips (7) | bar (7),frey (8) | coop (7) | villars (5) | nature valley (5) | nestle (4) | be-kind (4) | migros (4) | lovechock (3),Snacks (102) | Snacks sucrés (47) | Sweet snacks (31) | Cacao et dérivés (31) | Chocolats (31) | Chocolats noirs (29) | Imbiss (19) | Cocoa and its products (18),4311501670378: Energy Balls Feige Walnuss Chia-Samen (16.7) | 3760018853520: GOBELET POPCORN MICRO ONDES SUCRE (16) | 5060088700105: NAKD PROTEIN - Cacao noisette - 45g (16x1p) (16) | 7610202205092: Stella Sugarless Schoko Noir 72%+kakaosplitt 100 g (16) | 7613312162286: Farme pomme (16) | 7610036002676: Chocolat Villars Noir 70% Sans sucre ajouté 100g (16) | 5600854626712: Zero chips cheese & onion (16) | 4260426838359: Protein Chips 40 - Paprika Flavour (16),likely_category_scope_noise,,
DACH,snacks,fiber_g_100g,P99-P100,top,35,20.5,17,43,bar (7) | chocolat (6) | noir (5) | vegan (5) | protein (4) | crunch (4) | fit (3) | crisp (2) | snacks (2) | caramel (2),crownfield (3) | foodspring (3) | be-kind (2) | haribo (2) | nu3 (2) | yfood (2) | carbzone (1) | finn crisp (1),Snacks (25) | Snacks sucrés (12) | Sweet snacks (10) | Cacao et dérivés (8) | Bars (7) | Imbiss (5) | Chocolats (5) | Chocolats noirs (5),"7610700604205: Ricola Perles Eucalyptus (43) | 3103220030486: Happy cola (40) | 6009544917038: Trust Crunch Salted Caramel Peanut (38.3) | 3175680905772: Barres saveur chocolat Noir&Blanc (34) | 8001100063669: Balocco torte in festa voglia di cioccolato (27) | 4260363480925: Protein Bar, Strawberry Yoghurt (27) | 3419280053625: Pain au chocolat (27) | 807176706107: Crispy seaweed snacks (26.1)",normal_category_tail,,
DACH,snacks,protein_g_100g,P0-P1,bottom,48,0,0,0,etui (11) | 18g (9) | petits (9) | sac (8) | sour (6) | 250g (6) | citron (5) | patch (4) | kids (4) | 1kg (3),les anis de flavigny (20) | lutti (3) | pez (2) | skittles (2) | beauty sweeties (2) | unknown (2) | mondelez (2) | m & m's (1),Snacks (38) | Bonbons (30) | Snacks sucrés (26) | Confiseries (26) | Sweet snacks (12) | Confectioneries (12) | Candies (7) | Imbiss (4),3360102330014: Sac 1kg menthe (0) | 40000555391: Fudge brownie (0) | 9044400888951: Saure Pfirsiche (0) | 90444470: PEZ (0) | 22000017772: Sour Skittles (0) | 9044400231009: nan (0) | 8000500167045: Bonbons Tic Tac x110 pastilles DUO DE FRAISES - 54g (0) | 8713800119996: famila Red Band Salzdiamanten Minis Premium Stehbeutel 200g 0.99€ 1kg 4.95€ (0),normal_category_tail,,
DACH,snacks,protein_g_100g,P10-P20,bottom,471,3.9,2.7842,4.6,caramel (33) | chocolate (24) | twix (19) | mars (19) | cream (18) | chocolat (17) | cookies (13) | orange (12) | sour (12) | haribo (11),mars (33) | haribo (31) | pringles (16) | twix (14) | milka (12) | unknown (11) | schar (10) | lidl (8),Snacks (302) | Snacks sucrés (139) | Sweet snacks (121) | Imbiss (94) | Süßer Snack (87) | Biscuits (69) | Confiseries (60) | Confectioneries (60),5000159484695: Twix glacé (2.78) | 8697436524716: Antep Fistikli Baklava (2.8) | 3103220009574: Tagada l'originale (2.8) | 7622210026125: Kids Sweets Bag (2.8) | 5901588057347: Wedel Ptasie Mleczko (2.8) | 5051882127601: Weight Watchers Riegel Chocolate Caramel (2.8) | 5000159397292: Mars glacé (2.8) | 8717624007651: Daifuku (2.8),likely_category_scope_noise,,
DACH,snacks,protein_g_100g,P1-P5,bottom,188,0,0,0.1,boite (21) | ovale (18) | anis (17) | etui (12) | sac (12) | candy (12) | bonbons (12) | menthe (10) | mentos (9) | 18g (8),les anis de flavigny (46) | mentos (11) | jelly belly (9) | ricola (9) | unknown (8) | tic tac (8) | skittles (6) | pop rocks (5),Snacks (151) | Bonbons (126) | Snacks sucrés (109) | Confiseries (104) | Sweet snacks (38) | Confectioneries (38) | Candies (32) | Imbiss (23),71570004309: JB- ICE CREAM MIX BAG 70G (0) | 71570001667: Jelly Beans (0) | 71570000615: Bertie Bott‘s Beans (0) | 71567991674: Cocktail classics (0) | 71567988612: Bean Boozled (0) | 71567980531: Jelly Belly Sours (0) | 71567980111: 40 Flavours (0) | 3360102140019: Etui 18g petits menthe (0),normal_category_tail,,
DACH,snacks,protein_g_100g,P5-P10,bottom,236,1.2,0.1,2.7778,haribo (14) | chocolate (14) | chips (11) | mochi (10) | fruit (9) | maoam (8) | bonbons (7) | sour (7) | cola (6) | mix (6),haribo (32) | unknown (9) | katjes (7) | fritt (7) | nestle (6) | maoam (5) | carambar (4) | veganz (4),Snacks (151) | Snacks sucrés (79) | Bonbons (72) | Sweet snacks (53) | Confiseries (51) | Imbiss (42) | Süßer Snack (40) | Confectioneries (34),8000500166697: Bonbons Tic Tac x110 pastilles MENTHE - 54g (0.1) | 8000500327319: Bonbons tic tac goût coca cola edition limitee 98g (0.1) | 7611490200127: nan (0.1) | 5010478997721: Love Hearts Tube (0.1) | 4014400904277: Storck Ice Fresh 425G (0.1) | 11211112: Katjes wunderland (0.1) | 8716100130470: Flower power mix (0.1) | 80812562: nan (0.1),normal_category_tail,,
DACH,snacks,protein_g_100g,P80-P90,top,472,9,8.5714,10,chocolat (43) | kinder (36) | lait (28) | noir (22) | chocolate (20) | snickers (16) | mini (15) | schokolade (15) | cacao (15) | chips (15),ferrero (26) | kinder (23) | lindt (17) | cailler (14) | nestle (13) | snickers (12) | coop (12) | alnatura (10),Snacks (291) | Snacks sucrés (164) | Cacao et dérivés (92) | Sweet snacks (87) | Imbiss (87) | Süßer Snack (80) | Chocolats (72) | Biscuits (68),7613269931980: Tresse au beurre festive (10) | 7613312175736: Apéro sticks (10) | 7610400084048: Les Grandes - Coco Amandes (10) | 4006040314806: Faire Schokolade Krokant (10) | 4006040068594: Faire Schokolade Student Futter (10) | 7622210475183: Mini crackers olijfolie & oregano (10) | 5060270121855: Panama 80% single origin dark chocolate (10) | 7630428785147: Biscuit aux amandes (10),likely_category_scope_noise,,
DACH,snacks,protein_g_100g,P90-P95,top,236,11,10,13,chocolate (15) | crackers (14) | cracker (14) | peanut (14) | sticks (14) | cacao (12) | butter (12) | biscuits (12) | chocolat (11) | noir (8),coop (8) | lindt (8) | alnatura (7) | vivani (6) | gran pavesi (5) | j.d. gross (5) | blevita (5) | migros (4),Snacks (120) | Snacks sucrés (52) | Sweet snacks (51) | Imbiss (44) | Süßer Snack (36) | Biscuits (35) | snacks (33) | da:crackers (28),20621339: Choco Cookie (13) | 9000159193265: Kelly‘s Giant Snips (13) | 4029679672314: Energize original chocolate (13) | 7617400037579: Biscuits vital (13) | 5997156700043: Ziegler Käsetaler (13) | 7610058208193: Roland Swiss Apéro Gruyère-spinat (13) | 7617400035070: biscuits à l'épeautre (13) | 3046920022194: CACAO PUR (13),likely_category_scope_noise,,
DACH,snacks,protein_g_100g,P95-P99,top,188,17,13,32,protein (42) | bar (35) | chocolate (25) | peanut (23) | snack (15) | butter (14) | dark (10) | caramel (9) | riegel (8) | chocolat (8),clif bar (8) | blevita (7) | be-kind (7) | veganz (5) | unknown (5) | foodloose (5) | zweifel (5) | alnatura (4),Snacks (108) | Sweet snacks (50) | Snacks sucrés (44) | Bars (40) | Dietary supplements (33) | Bodybuilding supplements (33) | Imbiss (32) | Barres (27),4260744952874: Fit Protein Bar Peanut Caramel (32) | 2009010064178: Vitalis Eiweiß Riegel (32) | 786560557016: Big cookie crunch bars (32) | 4260744953376: Protein Bar Chocolat Blanc - Framboise (32) | 4255582813234: Crispy Protein Bar Vanilla Cookie Dough Style (31.7) | 5425002402327: Barre Protéinée (Whey) (30.2) | 4029679669826: Natural Protein Salty Peanut Crunch (30) | 4250031353712: Whey-Crisp Protein Bar White Chocolate Cookie Crunch (30),likely_category_scope_noise,,
DACH,snacks,protein_g_100g,P99-P100,top,48,36.3636,32,60.6,protein (26) | bar (19) | chocolate (7) | peanut (5) | crunchy (4) | riegel (4) | high (4) | caramel (4) | chips (4) | cream (3),ironmaxx (3) | foodspring (2) | nu3 (2) | sportness (2) | grenade (2) | powerbar (2) | lidl (2) | sportyfeel (2),Snacks (23) | Protein bars (14) | Bodybuilding supplements (13) | Dietary supplements (12) | Snacks sucrés (11) | Imbiss (10) | Proteinriegel (8) | en:bars (8),20332389: Fines Crêpes dentelle de Bretagne (60.6) | 4058172969409: Sportness (60) | 4044782309179: nan (60) | 20035594: Protein Bar Cookie & Cream Flavour (50) | 8007640826818: gymline muscle high protein 50% brownie (50) | 4056489130758: Protein Bar Kokos (50) | 4056489038610: nan (50) | 4029679995741: HIGH PROTEIN BAR chocolate caramel (50),likely_genuine_outlier_cluster,,
DACH,snacks,protein_g_per_100kcal,P0-P1,bottom,48,0,0,0,sour (5) | skittles (5) | boite (4) | ovale (4) | anis (4) | etui (4) | saure (3) | jelly (3) | beans (3) | fruits (3),les anis de flavigny (9) | jelly belly (9) | ricola (6) | skittles (4) | unknown (2) | beauty sweeties (2) | pez (1) | spar (1),Snacks (35) | Bonbons (26) | Snacks sucrés (20) | Confiseries (19) | Sweet snacks (13) | Confectioneries (13) | Candies (12) | Imbiss (7),"90444470: PEZ (0) | 22000017772: Sour Skittles (0) | 9100000808840: Veganer Fruchtgummi Saure Erdbeeren (0) | 32134235010: Warheads, sour jelly beans, orange, watermelon, lemon, blue raspberry, cherry, green apple (0) | 32134215029: Extreme sour hard candy (0) | 3360100100107: Boite ovale violette (0) | 4014400918021: Nimm 2 Soft orange zitron (0) | 3360100090101: Boite ovale anis (0)",normal_category_tail,,
DACH,snacks,protein_g_per_100kcal,P10-P20,bottom,471,0.8617,0.6614,0.9747,chocolate (32) | caramel (31) | chocolat (24) | twix (24) | chips (20) | noir (17) | milka (14) | orange (13) | mars (13) | pringles (11),mars (28) | pringles (26) | milka (22) | twix (19) | lindt (16) | haribo (13) | migros (12) | frey (12),Snacks (324) | Snacks sucrés (140) | Sweet snacks (125) | Imbiss (83) | Süßer Snack (78) | Biscuits (74) | Cacao et dérivés (73) | Cocoa and its products (67),3700621730993: Caramels beurre salé (0.661) | 4014400904390: Vollmilch Brocken (0.662) | 7622201405762: Curly Wurly (0.662) | 7622201405731: Curly Wurly (0.662) | 4000415851507: Cappuccino (0.663) | 7610807027532: Crémant (0.664) | 38000139277: Screamin' Dill Pickle (0.666) | 38000138874: Potato Crisps - Jalapeño (0.666),likely_category_scope_noise,,
DACH,snacks,protein_g_per_100kcal,P1-P5,bottom,188,0,0,0.0295,sac (20) | etui (19) | boite (17) | 18g (17) | anis (16) | ovale (14) | bonbons (14) | 250g (14) | candy (13) | petits (13),les anis de flavigny (57) | mentos (12) | tic tac (10) | unknown (8) | ferrero (8) | pop rocks (5) | chupa chups (4) | skittles (4),Snacks (153) | Bonbons (130) | Snacks sucrés (114) | Confiseries (110) | Sweet snacks (37) | Confectioneries (37) | Candies (28) | Imbiss (20),"3360100310100: Boite ovale réglisse bio (0) | 3360100320109: Boite ovale mandarine bio (0) | 73390009144: Sourfuls Soft & Chewy Candy (0) | 73390020620: Airheads 6 bars (0) | 79200296506: Holiday nerds, soft & chewy rope candy (0) | 79200370213: Nerds (0) | 79200558338: Nerds Candy - Rainbow (0) | 8991002202719: Ginger Candy (0)",normal_category_tail,,
DACH,snacks,protein_g_per_100kcal,P5-P10,bottom,235,0.393,0.0295,0.6593,chips (14) | haribo (12) | chocolate (11) | mochi (9) | sour (8) | fruit (8) | maoam (8) | classic (6) | candy (6) | bonbons (5),haribo (28) | katjes (9) | unknown (8) | nestle (7) | fritt (7) | ichoc (6) | veganz (6) | maoam (5),Snacks (142) | Snacks sucrés (68) | Bonbons (65) | Imbiss (51) | Sweet snacks (49) | Süßer Snack (48) | Confiseries (45) | Süßwaren (34),"4037400432342: Wunderland sauer (0.0295) | 20182373: Veggie Nil Party (0.0296) | 4037400433035: Sternen-Tanzer (0.0299) | 4061458037099: Frühlingsgelee (0.0304) | 4305615418858: Vegane Früchtr (0.0315) | 4037400431734: Colalife (0.033) | 4260024450250: Ingwer Bonbons Classic, Ingwer (0.0499) | 4044889004571: White Vanilla (0.0501)",likely_category_scope_noise,,
DACH,snacks,protein_g_per_100kcal,P80-P90,top,471,2,1.8182,2.2284,chocolat (23) | popcorn (22) | chocolate (21) | panettone (19) | chips (17) | peanut (15) | beurre (13) | biscuits (12) | crunchy (12) | crackers (12),haribo (36) | coop (20) | gerble (12) | nature valley (12) | unknown (11) | brioche pasquier (9) | nestle (8) | alnatura (8),Snacks (295) | Snacks sucrés (161) | Sweet snacks (94) | Imbiss (87) | Biscuits (86) | Süßer Snack (78) | Biscuits et gâteaux (73) | Viennoiseries (47),7616700190830: Petits pain au lait avec chocolat (2.23) | 4099200066868: Oblaten Lebkuchen (2.23) | 8076809540629: Cornetti crema mb (2.23) | 5026489483221: Lentil Chips - creamy dill flavour (2.23) | 7610095225405: Baked Pita Cracker Rosemary (2.23) | 7610058213432: Petite Pause (2.23) | 7611736201130: Les Dentelles - Cacahuètes (2.23) | 58336022203: Instant mousse mix milk chocolate (2.22),likely_category_scope_noise,,
DACH,snacks,protein_g_per_100kcal,P90-P95,top,235,2.4911,2.2289,2.8889,biscuits (15) | cracker (15) | crackers (13) | sticks (12) | snack (9) | cantuccini (7) | lait (7) | riegel (7) | chocolate (6) | nut (6),alnatura (9) | migros (8) | gran pavesi (5) | blevita (5) | coop (5) | falcone (4) | seeberger (3) | sondey (3),Snacks (118) | Snacks sucrés (60) | Biscuits (48) | Imbiss (40) | Sweet snacks (34) | Süßer Snack (32) | snacks (32) | Biscuits et gâteaux (31),7610058207738: Ficelles Fromage & Légumes (2.89) | 7610032052262: Crackers (2.88) | 4770149216667: nan (2.88) | 4035602550505: Vollkorn-Oblaten (2.88) | 8023696005762: Amaretti (2.87) | 4902777133959: コーラアップ (2.87) | 4104420145825: Rote bete cracker (2.86) | 20705695: Snack Mix (2.86),likely_category_scope_noise,,
DACH,snacks,protein_g_per_100kcal,P95-P99,top,188,3.7732,2.8916,8.2262,protein (40) | bar (30) | peanut (20) | chocolate (20) | butter (13) | snack (12) | cookie (9) | épeautre (7) | tresse (7) | beurre (7),clif bar (8) | blevita (7) | unknown (6) | be-kind (6) | veganz (5) | coop (4) | migros (4) | powerbar (4),Snacks (109) | Sweet snacks (47) | Snacks sucrés (41) | Bars (37) | Dietary supplements (33) | Bodybuilding supplements (33) | Imbiss (28) | Protein bars (26),4056489997665: nan (8.23) | 5060221205269: Grenade High Protein Low Sugar salted peanut (8.18) | 5425002402327: Barre Protéinée (Whey) (8.05) | 4058172969348: Riegel mit Cookies & cream-geschmack (8.02) | 5060925291285: Huel Complete Nutrition Bar - Dark Chocolate Raspberry (7.82) | 4260556631950: nan (7.78) | 7340001804553: Protein Bar Chocolate Dough (7.78) | 4260648132150: Cookie Bar Lemon Cheesecake (7.76),likely_category_scope_noise,,
DACH,snacks,protein_g_per_100kcal,P99-P100,top,48,9.9792,8.2262,20.1329,protein (29) | bar (22) | chocolate (7) | peanut (5) | caramel (5) | crunchy (4) | chips (4) | riegel (4) | white (3) | crispy (3),nu3 (3) | foodspring (3) | powerbar (2) | lidl (2) | sportyfeel (2) | snickers (2) | barebells (2) | fulfil (2),Snacks (24) | Protein bars (14) | Snacks sucrés (13) | Bodybuilding supplements (13) | Dietary supplements (12) | Imbiss (11) | Barres (10) | Compléments alimentaires (10),"20332389: Fines Crêpes dentelle de Bretagne (20.1) | 7610829205505: Swiss Beef Jerky Snack de viande séchée (18.3) | 4044782309179: nan (15.8) | 4058172969409: Sportness (15.7) | 4251097407999: Jack Link's Jerky Original 70g (15.3) | 4029679995741: HIGH PROTEIN BAR chocolate caramel (14.8) | 4061289001535: Classic Protein Bar White Choc-Rasp., Maxi Nutrition (14.1) | 20035594: Protein Bar Cookie & Cream Flavour (13.6)",likely_genuine_outlier_cluster,,
DACH,snacks,salt_g_100g,P0-P1,bottom,47,0,0,0,boite (10) | ovale (10) | anis (9) | etui (5) | 40g (3) | menthe (3) | chocolat (3) | noir (3) | chocolate (3) | sac (3),les anis de flavigny (17) | anis de flavigny (2) | anis de l abbaye de flavigny (2) | stenger (1) | zed candy (1) | simpkins (1) | rapunzel (1) | m & m's (1),Snacks (38) | Snacks sucrés (28) | Bonbons (24) | Confiseries (23) | Sweet snacks (8) | Cocoa and its products (5) | Süßer Snack (4) | Chocolates (4),"4007843682505: Stenger Popcorn Eimer, Süß (0) | 3360101480109: Etui 90g anis (0) | 3360101490108: Etui 90g anis bio (0) | 5011061135766: nan (0) | 5011563624065: Bonbons de voyage (travel sweets) (0) | 4006040013402: Espressozartbitterschokolade mit Espressobohnensplittern (0) | 3360100580015: Etui 40g menthe (0) | 3360100590014: Etui 40g citron (0)",normal_category_tail,,
DACH,snacks,salt_g_100g,P10-P20,bottom,465,0.03,0.01,0.08,noir (43) | chocolat (38) | cacao (24) | chocolate (23) | haribo (18) | dark (16) | orange (14) | schokolade (13) | bar (12) | riegel (12),haribo (63) | lindt (25) | alnatura (15) | frey (11) | migros (10) | nestle (10) | ferrero (9) | katjes (9),Snacks (293) | Snacks sucrés (176) | Imbiss (118) | Süßer Snack (115) | Sweet snacks (110) | Bonbons (91) | Cacao et dérivés (86) | Chocolats (78),20243340: Marzipan pâte d'amande (0.01) | 20236366: Chocolat noir supérieur (0.01) | 4044889004106: Chocolate Negro Intenso (0.01) | 4035600210708: Back Oblaten (70mm) (0.01) | 4000411016221: Zartbitterschokolade (0.01) | 4000286221737: nan (0.01) | 4035602550505: Vollkorn-Oblaten (0.01) | 3370077586156: La belle équitable - 100% Cacao noir (0.0102),normal_category_tail,,
DACH,snacks,salt_g_100g,P1-P5,bottom,186,0,0,0,etui (18) | 18g (16) | noir (16) | petits (13) | chocolat (13) | sac (11) | anis (11) | boite (9) | chocolate (9) | citron (7),les anis de flavigny (43) | coop (9) | unknown (6) | haribo (6) | nestle (6) | ricola (6) | pop rocks (4) | migros (4),Snacks (150) | Snacks sucrés (106) | Bonbons (70) | Confiseries (68) | Sweet snacks (40) | Cacao et dérivés (29) | Chocolats (27) | Imbiss (24),59527551571: Brazil Nut BARRE AUX NOIX ET AUX FRUITS BIOLOGIQUES (0) | 8720892188335: pop corn fraise (0) | 50357581: nan (0) | 3360101760102: Sac 500g anis bio (0) | 3360101800105: Sac 250g rose (0) | 3360101810104: Etui 18g anis (0) | 3360101820103: Etui 18g réglisse (0) | 3360101830102: Etui 18g citron (0),normal_category_tail,,
DACH,snacks,salt_g_100g,P5-P10,bottom,232,0.01,0,0.01,noir (31) | chocolat (24) | chocolate (15) | dark (13) | schokolade (10) | haribo (8) | cacao (8) | 250g (7) | bitter (7) | zartbitter (7),haribo (16) | vivani (11) | frey (7) | les anis de flavigny (7) | nestle (7) | camille bloch (7) | ragusa (5) | ritter sport (5),Snacks (163) | Snacks sucrés (94) | Sweet snacks (65) | Cacao et dérivés (55) | Chocolats (53) | Imbiss (41) | Chocolats noirs (40) | Süßer Snack (40),"7616500646131: Suprême Friletti Noir Extra Fin (0) | 7616500912922: Mahony noir chocolat (0) | 7616500913813: Noir special 72% (0) | 20563035: Mini Eclairs (0) | 7616500663411: Chocolat noir, Cranberry Orange & Miel (0) | 4601798014031: Chupa Chups Mix de sucettes (0) | 7617027010184: Traubenzucker, Orangensaftpulver (0) | 4061462885396: Everyday essentials dark chocolate (0)",likely_category_scope_noise,,
DACH,snacks,salt_g_100g,P80-P90,top,465,1.1,0.8955,1.4,chips (88) | tortilla (26) | beurre (25) | chocolat (24) | chocolate (20) | salt (18) | biscuits (17) | protein (16) | lait (16) | peanut (14),pringles (23) | zweifel (21) | unknown (16) | coop (16) | ikea (13) | snack day (12) | brioche pasquier (11) | migros (10),Snacks (327) | Snacks sucrés (132) | Biscuits (96) | Biscuits et gâteaux (83) | Salty snacks (83) | Appetizers (78) | Crisps (75) | Chips and fries (74),4014400928976: Knoppers Big Spender (1.4) | 20077310: Chips gesalzen (1.4) | 28190007944: Crispy n White (1.4) | 7613312371701: Protein noisette - biscuits à l'épeautre (1.4) | 9002859038419: Cracker Olivenöl Rosmarin (1.4) | 7641079005676: Asia snacks (1.4) | 20095000: geriffelte Chips Gesalzen (1.4) | 7622210713926: Belvita Brut & 5 céréales complètes (1.4),likely_category_scope_noise,,
DACH,snacks,salt_g_100g,P90-P95,top,232,1.6,1.4,1.9,chips (56) | paprika (31) | crackers (12) | pringles (11) | snack (10) | popcorn (10) | sour (9) | cream (9) | biscuits (9) | tortilla (9),pringles (26) | zweifel (22) | chio (11) | migros (6) | lay's (6) | blevita (6) | funny-frisch (5) | coop (4),Snacks (147) | Salty snacks (78) | Appetizers (70) | Chips and fries (65) | Crisps (65) | Chips (57) | Plant-based foods and beverages (33) | Plant-based foods (33),5026489500553: Quinoa chips (1.9) | 20255428: Tapioca and prawn crackers classic (1.9) | 7617400031942: Pizza Crackers (1.9) | 3760094313154: Sables aperitif emmental er graines (1.9) | 3770008133778: Crevetten-Chips (1.9) | 8710532454722: Cheese (1.9) | 8076809583039: Baiocchi Pistacchio (1.88) | 20192181: Pizzateig (1.87),likely_category_scope_noise,,
DACH,snacks,salt_g_100g,P95-P99,top,186,2.25,1.9,3.1,chips (34) | crackers (17) | cracker (14) | sticks (13) | popcorn (12) | snack (12) | paprika (11) | cheese (9) | salt (8) | baked (8),zweifel (13) | alnatura (8) | unknown (7) | eat real (6) | snack day (5) | pringles (4) | elephant (4) | coop (4),Snacks (91) | snacks (46) | Salty snacks (39) | Chips (36) | da:crackers (34) | Snacks salés (33) | Appetizers (29) | Amuse-gueules (26),7610095113603: nan (3.1) | 28190007791: Microwave Pop Corn (3.05) | 721874012295: Pop Rocks Green Apple Popping Candy (3) | 5000159532969: nan (3) | 5600854626712: Zero chips cheese & onion (3) | 4251097402918: BEEF JERKY SWEET & HOT (3) | 3800200451759: Huligan Pretzel Siracha (3) | 7610095122001: Snacketti salted hearts (3),likely_category_scope_noise,,
DACH,snacks,salt_g_100g,P99-P100,top,47,4.2583,3.1,11,sticks (6) | snack (5) | crackers (4) | party (4) | classic (4) | seaweed (3) | snacketti (3) | paprika (3) | crispy (2) | snacks (2),zweifel (4) | bibigo (2) | erdmann hauser (2) | unknown (2) | verduijn's (1) | lays (1) | mindor (1) | italiamo (1),Snacks (21) | da:crackers (11) | Imbiss (10) | snacks (9) | Salty snacks (7) | salty-snacks (6) | appetizers (6) | snacks-salés (5),4335619046184: Salted pretzels (11) | 4337256584531: nan (9.84) | 9003600801160: Tesla (9) | 4063367433306: Kaufland Classic Kartoffelsticks Paprika (8.62) | 4031779908347: Bio Lachs Taschen (7.6) | 4033634030521: nan (6) | 4058172231124: Crispy Rye Snack (6) | 4031446810218: Pommes Ketchup (5.75),normal_category_tail,,
